county,cumulative_at_least_one_dose,date,population,cumulative_fully_vaccinated
Merced,12341,2021-01-29,287420.0,2202
Merced,12590,2021-01-30,287420.0,2220
Merced,12636,2021-01-31,287420.0,2221
Merced,12976,2021-02-01,287420.0,2274
Merced,13161,2021-02-02,287420.0,2399
Merced,13347,2021-02-03,287420.0,2573
Merced,13599,2021-02-04,287420.0,2705
Merced,13873,2021-02-05,287420.0,2940
Merced,14118,2021-02-06,287420.0,3081
Merced,14130,2021-02-07,287420.0,3088
Merced,14309,2021-02-08,287420.0,3194
Merced,15078,2021-02-09,287420.0,3630
Merced,16372,2021-02-10,287420.0,4198
Merced,18214,2021-02-11,287420.0,4904
Merced,18981,2021-02-12,287420.0,5864
Merced,19255,2021-02-13,287420.0,5960
Merced,19352,2021-02-14,287420.0,5982
Merced,19526,2021-02-15,287420.0,6085
Merced,20367,2021-02-16,287420.0,6459
Merced,21710,2021-02-17,287420.0,7024
Merced,22170,2021-02-18,287420.0,7833
Merced,22721,2021-02-19,287420.0,8564
Merced,22861,2021-02-20,287420.0,8711
Merced,22888,2021-02-21,287420.0,8761
Merced,23381,2021-02-22,287420.0,9124
Merced,24032,2021-02-23,287420.0,9588
Merced,24490,2021-02-24,287420.0,9979
Merced,25837,2021-02-25,287420.0,10464
Merced,27602,2021-02-26,287420.0,10918
Merced,29951,2021-02-27,287420.0,11208
Merced,30209,2021-02-28,287420.0,11270
Merced,31007,2021-03-01,287420.0,11634
Merced,32511,2021-03-02,287420.0,12039
Merced,34237,2021-03-03,287420.0,12800
Merced,36408,2021-03-04,287420.0,13779
Merced,38248,2021-03-05,287420.0,14323
Merced,39194,2021-03-06,287420.0,14594
Merced,39438,2021-03-07,287420.0,14629
Merced,40845,2021-03-08,287420.0,14872
Merced,42167,2021-03-09,287420.0,15533
Merced,44013,2021-03-10,287420.0,16849
Merced,45482,2021-03-11,287420.0,17816
Merced,47435,2021-03-12,287420.0,18710
Merced,48413,2021-03-13,287420.0,19044
Merced,48595,2021-03-14,287420.0,19161
Merced,50037,2021-03-15,287420.0,19689
Merced,51410,2021-03-16,287420.0,20204
Merced,53423,2021-03-17,287420.0,20670
Merced,54996,2021-03-18,287420.0,21505
Merced,56597,2021-03-19,287420.0,22898
Merced,57978,2021-03-20,287420.0,24390
Merced,58442,2021-03-21,287420.0,24510
Merced,59416,2021-03-22,287420.0,24895
Merced,60867,2021-03-23,287420.0,25490
Merced,61908,2021-03-24,287420.0,26203
Merced,64062,2021-03-25,287420.0,27681
Merced,65001,2021-03-26,287420.0,28948
Merced,66993,2021-03-27,287420.0,30970
Merced,67217,2021-03-28,287420.0,31285
Merced,68074,2021-03-29,287420.0,32569
Merced,69145,2021-03-30,287420.0,33855
Merced,70322,2021-03-31,287420.0,35239
Merced,71749,2021-04-01,287420.0,36775
Merced,72965,2021-04-02,287420.0,38419
Merced,73667,2021-04-03,287420.0,38844
Merced,73808,2021-04-04,287420.0,39072
Merced,74436,2021-04-05,287420.0,40171
Merced,76155,2021-04-06,287420.0,41877
Merced,76861,2021-04-07,287420.0,43166
Merced,78089,2021-04-08,287420.0,44632
Merced,79239,2021-04-09,287420.0,45783
Merced,79604,2021-04-10,287420.0,46583
Merced,79890,2021-04-11,287420.0,46922
Merced,80899,2021-04-12,287420.0,47548
Merced,81843,2021-04-13,287420.0,48579
Merced,82899,2021-04-14,287420.0,49655
Merced,83846,2021-04-15,287420.0,51531
Merced,84810,2021-04-16,287420.0,52880
Merced,85502,2021-04-17,287420.0,54369
Merced,85708,2021-04-18,287420.0,54711
Merced,86409,2021-04-19,287420.0,55282
Merced,87218,2021-04-20,287420.0,55974
Merced,88026,2021-04-21,287420.0,56719
Merced,88824,2021-04-22,287420.0,57569
Merced,89750,2021-04-23,287420.0,58322
Merced,90302,2021-04-24,287420.0,58664
Merced,90494,2021-04-25,287420.0,58801
Merced,91150,2021-04-26,287420.0,59406
Merced,91907,2021-04-27,287420.0,60431
Merced,92737,2021-04-28,287420.0,61031
Merced,93479,2021-04-29,287420.0,61823
Merced,94316,2021-04-30,287420.0,62548
Merced,94592,2021-05-01,287420.0,62850
Merced,94732,2021-05-02,287420.0,63029
Merced,95128,2021-05-03,287420.0,63599
Merced,95572,2021-05-04,287420.0,64282
Merced,96296,2021-05-05,287420.0,65095
Merced,96675,2021-05-06,287420.0,65732
Merced,97204,2021-05-07,287420.0,66458
Merced,97461,2021-05-08,287420.0,66692
Merced,97567,2021-05-09,287420.0,66815
Merced,97808,2021-05-10,287420.0,67342
Merced,98348,2021-05-11,287420.0,68079
Merced,98774,2021-05-12,287420.0,68818
Merced,99265,2021-05-13,287420.0,69346
Merced,99888,2021-05-14,287420.0,69856
Merced,100365,2021-05-15,287420.0,70160
Merced,100590,2021-05-16,287420.0,70311
Merced,101169,2021-05-17,287420.0,70869
Merced,101906,2021-05-18,287420.0,71438
Merced,102565,2021-05-19,287420.0,71940
Merced,103055,2021-05-20,287420.0,72617
Merced,103585,2021-05-21,287420.0,73325
Merced,104077,2021-05-22,287420.0,73640
Merced,104327,2021-05-23,287420.0,73764
Merced,104588,2021-05-24,287420.0,74166
Merced,105022,2021-05-25,287420.0,74546
Merced,105459,2021-05-26,287420.0,75153
Merced,106050,2021-05-27,287420.0,75533
Merced,106430,2021-05-28,287420.0,75985
Merced,106597,2021-05-29,287420.0,76215
Merced,106727,2021-05-30,287420.0,76310
Merced,106766,2021-05-31,287420.0,76391
Merced,107120,2021-06-01,287420.0,76941
Merced,107499,2021-06-02,287420.0,77349
Merced,107837,2021-06-03,287420.0,77819
Merced,108172,2021-06-04,287420.0,78344
Merced,108381,2021-06-05,287420.0,78664
Merced,108472,2021-06-06,287420.0,78815
Merced,108686,2021-06-07,287420.0,79288
Merced,108985,2021-06-08,287420.0,79877
Merced,109266,2021-06-09,287420.0,80490
Merced,109544,2021-06-10,287420.0,80886
Merced,109800,2021-06-11,287420.0,81225
Merced,110004,2021-06-12,287420.0,81643
Merced,110074,2021-06-13,287420.0,81838
Merced,110366,2021-06-14,287420.0,82137
Merced,110666,2021-06-15,287420.0,82659
Merced,111025,2021-06-16,287420.0,83050
Merced,111297,2021-06-17,287420.0,83547
Merced,111724,2021-06-18,287420.0,83931
Merced,111950,2021-06-19,287420.0,84096
Merced,112100,2021-06-20,287420.0,84200
Merced,112314,2021-06-21,287420.0,84322
Merced,112595,2021-06-22,287420.0,84590
Merced,112900,2021-06-23,287420.0,84878
Merced,113192,2021-06-24,287420.0,85166
Merced,113472,2021-06-25,287420.0,85392
Merced,113628,2021-06-26,287420.0,85556
Merced,113781,2021-06-27,287420.0,85654
Merced,113992,2021-06-28,287420.0,85834
Merced,114256,2021-06-29,287420.0,86077
Merced,114588,2021-06-30,287420.0,86322
Merced,114895,2021-07-01,287420.0,86533
Merced,115211,2021-07-02,287420.0,86746
Merced,115384,2021-07-03,287420.0,86887
Merced,115393,2021-07-04,287420.0,86897
Merced,115556,2021-07-05,287420.0,87033
Merced,115793,2021-07-06,287420.0,87302
Merced,116033,2021-07-07,287420.0,87558
Merced,116272,2021-07-08,287420.0,87821
Merced,116574,2021-07-09,287420.0,88159
Merced,116724,2021-07-10,287420.0,88293
Merced,116812,2021-07-11,287420.0,88426
Merced,116994,2021-07-12,287420.0,88634
Merced,117217,2021-07-13,287420.0,88861
Merced,117461,2021-07-14,287420.0,89099
Merced,117716,2021-07-15,287420.0,89305
Merced,118020,2021-07-16,287420.0,89536
Merced,118188,2021-07-17,287420.0,89641
Merced,118273,2021-07-18,287420.0,89703
Merced,118486,2021-07-19,287420.0,89881
Merced,118748,2021-07-20,287420.0,90146
Merced,119053,2021-07-21,287420.0,90401
Merced,119370,2021-07-22,287420.0,90630
Merced,119757,2021-07-23,287420.0,90881
Merced,119954,2021-07-24,287420.0,91017
Merced,120099,2021-07-25,287420.0,91065
Merced,120425,2021-07-26,287420.0,91225
Merced,120800,2021-07-27,287420.0,91428
Merced,121199,2021-07-28,287420.0,91659
Merced,121544,2021-07-29,287420.0,91845
Merced,121966,2021-07-30,287420.0,92049
Merced,122188,2021-07-31,287420.0,92175
Merced,122317,2021-08-01,287420.0,92226
Merced,122682,2021-08-02,287420.0,92367
Merced,123185,2021-08-03,287420.0,92547
Merced,123587,2021-08-04,287420.0,92754
Merced,124106,2021-08-05,287420.0,92949
Merced,124678,2021-08-06,287420.0,93163
Merced,125043,2021-08-07,287420.0,93299
Merced,125243,2021-08-08,287420.0,93365
Merced,125728,2021-08-09,287420.0,93589
Merced,126137,2021-08-10,287420.0,93819
Merced,126495,2021-08-11,287420.0,94009
Merced,126907,2021-08-12,287420.0,94205
Merced,127433,2021-08-13,287420.0,94489
Merced,127680,2021-08-14,287420.0,94635
Merced,127899,2021-08-15,287420.0,94727
Merced,128032,2021-08-16,287420.0,94807
Modoc,0,2020-12-15,9475.0,0
Modoc,2,2020-12-16,9475.0,0
Modoc,2,2020-12-17,9475.0,0
Modoc,2,2020-12-18,9475.0,0
Modoc,2,2020-12-19,9475.0,0
Modoc,2,2020-12-20,9475.0,0
Modoc,101,2020-12-21,9475.0,0
Modoc,115,2020-12-22,9475.0,0
Modoc,119,2020-12-23,9475.0,0
Modoc,120,2020-12-24,9475.0,0
Modoc,120,2020-12-25,9475.0,0
Modoc,120,2020-12-26,9475.0,0
Modoc,120,2020-12-27,9475.0,0
Modoc,122,2020-12-28,9475.0,0
Modoc,131,2020-12-29,9475.0,0
Modoc,140,2020-12-30,9475.0,0
Modoc,140,2020-12-31,9475.0,0
Modoc,140,2021-01-01,9475.0,0
Modoc,143,2021-01-02,9475.0,0
Modoc,143,2021-01-03,9475.0,0
Modoc,151,2021-01-04,9475.0,0
Modoc,154,2021-01-05,9475.0,0
Modoc,157,2021-01-06,9475.0,2
Modoc,229,2021-01-07,9475.0,2
Modoc,337,2021-01-08,9475.0,2
Modoc,337,2021-01-09,9475.0,2
Modoc,337,2021-01-10,9475.0,3
Modoc,356,2021-01-11,9475.0,74
Modoc,425,2021-01-12,9475.0,100
Modoc,447,2021-01-13,9475.0,102
Modoc,570,2021-01-14,9475.0,107
Modoc,576,2021-01-15,9475.0,107
Modoc,578,2021-01-16,9475.0,107
Modoc,578,2021-01-17,9475.0,107
Modoc,581,2021-01-18,9475.0,107
Modoc,584,2021-01-19,9475.0,109
Modoc,597,2021-01-20,9475.0,111
Modoc,757,2021-01-21,9475.0,111
Modoc,761,2021-01-22,9475.0,111
Modoc,761,2021-01-23,9475.0,111
Modoc,761,2021-01-24,9475.0,111
Modoc,774,2021-01-25,9475.0,111
Modoc,892,2021-01-26,9475.0,112
Modoc,925,2021-01-27,9475.0,127
Modoc,1071,2021-01-28,9475.0,128
Modoc,1075,2021-01-29,9475.0,128
Modoc,1075,2021-01-30,9475.0,128
Modoc,1075,2021-01-31,9475.0,128
Modoc,1087,2021-02-01,9475.0,142
Modoc,1260,2021-02-02,9475.0,145
Modoc,1271,2021-02-03,9475.0,152
Modoc,1302,2021-02-04,9475.0,281
Modoc,1304,2021-02-05,9475.0,283
Modoc,1304,2021-02-06,9475.0,283
Modoc,1304,2021-02-07,9475.0,283
Modoc,1314,2021-02-08,9475.0,284
Modoc,1380,2021-02-09,9475.0,417
Modoc,1384,2021-02-10,9475.0,419
Modoc,1468,2021-02-11,9475.0,536
Modoc,1471,2021-02-12,9475.0,542
Modoc,1472,2021-02-13,9475.0,543
Modoc,1472,2021-02-14,9475.0,543
Modoc,1472,2021-02-15,9475.0,543
Modoc,1612,2021-02-16,9475.0,550
Modoc,1622,2021-02-17,9475.0,564
Modoc,1646,2021-02-18,9475.0,732
Modoc,1648,2021-02-19,9475.0,734
Modoc,1648,2021-02-20,9475.0,735
Modoc,1648,2021-02-21,9475.0,735
Modoc,1651,2021-02-22,9475.0,750
Modoc,1665,2021-02-23,9475.0,823
Modoc,1697,2021-02-24,9475.0,887
Modoc,1711,2021-02-25,9475.0,1045
Modoc,1712,2021-02-26,9475.0,1046
Modoc,1714,2021-02-27,9475.0,1046
Modoc,1714,2021-02-28,9475.0,1046
Modoc,1715,2021-03-01,9475.0,1051
Modoc,1741,2021-03-02,9475.0,1223
Modoc,1743,2021-03-03,9475.0,1233
Modoc,1888,2021-03-04,9475.0,1261
Modoc,1889,2021-03-05,9475.0,1262
Modoc,1900,2021-03-06,9475.0,1272
Modoc,1908,2021-03-07,9475.0,1278
Modoc,1913,2021-03-08,9475.0,1284
Modoc,1983,2021-03-09,9475.0,1351
Modoc,1991,2021-03-10,9475.0,1356
Modoc,2123,2021-03-11,9475.0,1542
Modoc,2132,2021-03-12,9475.0,1548
Modoc,2136,2021-03-13,9475.0,1553
Modoc,2136,2021-03-14,9475.0,1553
Modoc,2149,2021-03-15,9475.0,1554
Modoc,2194,2021-03-16,9475.0,1686
Modoc,2202,2021-03-17,9475.0,1695
Modoc,2243,2021-03-18,9475.0,1728
Modoc,2248,2021-03-19,9475.0,1733
Modoc,2251,2021-03-20,9475.0,1738
Modoc,2254,2021-03-21,9475.0,1740
Modoc,2271,2021-03-22,9475.0,1745
Modoc,2317,2021-03-23,9475.0,1767
Modoc,2328,2021-03-24,9475.0,1795
Modoc,2377,2021-03-25,9475.0,1827
Modoc,2382,2021-03-26,9475.0,1832
Modoc,2384,2021-03-27,9475.0,1833
Modoc,2384,2021-03-28,9475.0,1833
Modoc,2398,2021-03-29,9475.0,1842
Modoc,2427,2021-03-30,9475.0,1875
Modoc,2435,2021-03-31,9475.0,1881
Modoc,2474,2021-04-01,9475.0,2015
Modoc,2478,2021-04-02,9475.0,2018
Modoc,2480,2021-04-03,9475.0,2020
Modoc,2480,2021-04-04,9475.0,2020
Modoc,2490,2021-04-05,9475.0,2021
Modoc,2505,2021-04-06,9475.0,2039
Modoc,2515,2021-04-07,9475.0,2048
Modoc,2542,2021-04-08,9475.0,2116
Modoc,2546,2021-04-09,9475.0,2125
Modoc,2550,2021-04-10,9475.0,2130
Modoc,2550,2021-04-11,9475.0,2131
Modoc,2555,2021-04-12,9475.0,2142
Modoc,2577,2021-04-13,9475.0,2153
Modoc,2578,2021-04-14,9475.0,2155
Modoc,2606,2021-04-15,9475.0,2227
Modoc,2612,2021-04-16,9475.0,2228
Modoc,2614,2021-04-17,9475.0,2228
Modoc,2615,2021-04-18,9475.0,2228
Modoc,2617,2021-04-19,9475.0,2233
Modoc,2629,2021-04-20,9475.0,2269
Modoc,2630,2021-04-21,9475.0,2270
Modoc,2668,2021-04-22,9475.0,2329
Modoc,2672,2021-04-23,9475.0,2329
Modoc,2674,2021-04-24,9475.0,2330
Modoc,2675,2021-04-25,9475.0,2330
Modoc,2677,2021-04-26,9475.0,2336
Modoc,2679,2021-04-27,9475.0,2342
Modoc,2682,2021-04-28,9475.0,2347
Modoc,2702,2021-04-29,9475.0,2393
Modoc,2704,2021-04-30,9475.0,2395
Modoc,2704,2021-05-01,9475.0,2395
Modoc,2706,2021-05-02,9475.0,2395
Modoc,2712,2021-05-03,9475.0,2404
Modoc,2717,2021-05-04,9475.0,2409
Modoc,2726,2021-05-05,9475.0,2429
Modoc,2749,2021-05-06,9475.0,2463
Modoc,2753,2021-05-07,9475.0,2469
Modoc,2755,2021-05-08,9475.0,2471
Modoc,2755,2021-05-09,9475.0,2472
Modoc,2757,2021-05-10,9475.0,2473
Modoc,2758,2021-05-11,9475.0,2476
Modoc,2761,2021-05-12,9475.0,2479
Modoc,2779,2021-05-13,9475.0,2508
Modoc,2787,2021-05-14,9475.0,2513
Modoc,2788,2021-05-15,9475.0,2513
Modoc,2788,2021-05-16,9475.0,2515
Modoc,2791,2021-05-17,9475.0,2518
Modoc,2806,2021-05-18,9475.0,2533
Modoc,2814,2021-05-19,9475.0,2537
Modoc,2831,2021-05-20,9475.0,2586
Modoc,2832,2021-05-21,9475.0,2590
Modoc,2833,2021-05-22,9475.0,2592
Modoc,2833,2021-05-23,9475.0,2594
Modoc,2837,2021-05-24,9475.0,2596
Modoc,2838,2021-05-25,9475.0,2596
Modoc,2864,2021-05-26,9475.0,2605
Modoc,2878,2021-05-27,9475.0,2628
Modoc,2884,2021-05-28,9475.0,2633
Modoc,2884,2021-05-29,9475.0,2634
Modoc,2884,2021-05-30,9475.0,2634
Modoc,2884,2021-05-31,9475.0,2634
Modoc,2888,2021-06-01,9475.0,2638
Modoc,2894,2021-06-02,9475.0,2646
Modoc,2900,2021-06-03,9475.0,2666
Modoc,2901,2021-06-04,9475.0,2671
Modoc,2901,2021-06-05,9475.0,2671
Modoc,2901,2021-06-06,9475.0,2671
Modoc,2902,2021-06-07,9475.0,2673
Modoc,2920,2021-06-08,9475.0,2683
Modoc,2922,2021-06-09,9475.0,2684
Modoc,2930,2021-06-10,9475.0,2698
Modoc,2932,2021-06-11,9475.0,2698
Modoc,2932,2021-06-12,9475.0,2699
Modoc,2932,2021-06-13,9475.0,2699
Modoc,2934,2021-06-14,9475.0,2703
Modoc,2940,2021-06-15,9475.0,2706
Modoc,2969,2021-06-16,9475.0,2725
Modoc,2997,2021-06-17,9475.0,2746
Modoc,3002,2021-06-18,9475.0,2748
Modoc,3005,2021-06-19,9475.0,2750
Modoc,3005,2021-06-20,9475.0,2750
Modoc,3007,2021-06-21,9475.0,2750
Modoc,3015,2021-06-22,9475.0,2753
Modoc,3019,2021-06-23,9475.0,2758
Modoc,3046,2021-06-24,9475.0,2768
Modoc,3051,2021-06-25,9475.0,2774
Modoc,3051,2021-06-26,9475.0,2774
Modoc,3051,2021-06-27,9475.0,2774
Modoc,3054,2021-06-28,9475.0,2775
Modoc,3062,2021-06-29,9475.0,2778
Modoc,3067,2021-06-30,9475.0,2781
Modoc,3087,2021-07-01,9475.0,2795
Modoc,3087,2021-07-02,9475.0,2797
Modoc,3090,2021-07-03,9475.0,2797
Modoc,3090,2021-07-04,9475.0,2797
Modoc,3090,2021-07-05,9475.0,2797
Modoc,3096,2021-07-06,9475.0,2802
Modoc,3100,2021-07-07,9475.0,2805
Modoc,3126,2021-07-08,9475.0,2858
Modoc,3127,2021-07-09,9475.0,2859
Modoc,3128,2021-07-10,9475.0,2859
Modoc,3129,2021-07-11,9475.0,2859
Modoc,3129,2021-07-12,9475.0,2859
Modoc,3132,2021-07-13,9475.0,2863
Modoc,3133,2021-07-14,9475.0,2866
Modoc,3148,2021-07-15,9475.0,2899
Modoc,3149,2021-07-16,9475.0,2902
Modoc,3149,2021-07-17,9475.0,2902
Modoc,3149,2021-07-18,9475.0,2902
Modoc,3153,2021-07-19,9475.0,2902
Modoc,3168,2021-07-20,9475.0,2914
Modoc,3168,2021-07-21,9475.0,2916
Modoc,3174,2021-07-22,9475.0,2935
Modoc,3179,2021-07-23,9475.0,2937
Modoc,3180,2021-07-24,9475.0,2937
Modoc,3180,2021-07-25,9475.0,2937
Modoc,3185,2021-07-26,9475.0,2940
Modoc,3190,2021-07-27,9475.0,2950
Modoc,3198,2021-07-28,9475.0,2958
Modoc,3218,2021-07-29,9475.0,2972
Modoc,3225,2021-07-30,9475.0,2974
Modoc,3227,2021-07-31,9475.0,2977
Modoc,3227,2021-08-01,9475.0,2977
Modoc,3229,2021-08-02,9475.0,2977
Modoc,3248,2021-08-03,9475.0,2989
Modoc,3250,2021-08-04,9475.0,2994
Modoc,3272,2021-08-05,9475.0,3001
Modoc,3274,2021-08-06,9475.0,3002
Modoc,3276,2021-08-07,9475.0,3003
Modoc,3276,2021-08-08,9475.0,3004
Modoc,3285,2021-08-09,9475.0,3008
Modoc,3301,2021-08-10,9475.0,3020
Modoc,3303,2021-08-11,9475.0,3020
Modoc,3328,2021-08-12,9475.0,3031
Modoc,3336,2021-08-13,9475.0,3035
Modoc,3338,2021-08-14,9475.0,3036
Modoc,3338,2021-08-15,9475.0,3036
Modoc,3339,2021-08-16,9475.0,3037
Mono,0,2020-12-15,13961.0,0
Mono,0,2020-12-16,13961.0,0
Mono,0,2020-12-17,13961.0,0
Mono,2,2020-12-18,13961.0,0
Mono,7,2020-12-19,13961.0,0
Mono,14,2020-12-20,13961.0,0
Mono,38,2020-12-21,13961.0,0
Mono,107,2020-12-22,13961.0,0
Mono,180,2020-12-23,13961.0,0
Mono,183,2020-12-24,13961.0,0
Mono,183,2020-12-25,13961.0,0
Mono,187,2020-12-26,13961.0,0
Mono,188,2020-12-27,13961.0,0
Mono,281,2020-12-28,13961.0,0
Mono,312,2020-12-29,13961.0,0
Mono,389,2020-12-30,13961.0,0
Mono,393,2020-12-31,13961.0,0
Mono,397,2021-01-01,13961.0,0
Mono,399,2021-01-02,13961.0,0
Mono,399,2021-01-03,13961.0,0
Mono,402,2021-01-04,13961.0,0
Mono,445,2021-01-05,13961.0,1
Mono,495,2021-01-06,13961.0,1
Mono,549,2021-01-07,13961.0,3
Mono,552,2021-01-08,13961.0,5
Mono,552,2021-01-09,13961.0,9
Mono,552,2021-01-10,13961.0,14
Mono,555,2021-01-11,13961.0,18
Mono,775,2021-01-12,13961.0,83
Mono,956,2021-01-13,13961.0,140
Mono,1030,2021-01-14,13961.0,141
Mono,1101,2021-01-15,13961.0,141
Mono,1102,2021-01-16,13961.0,145
Mono,1102,2021-01-17,13961.0,145
Mono,1105,2021-01-18,13961.0,206
Mono,1277,2021-01-19,13961.0,245
Mono,1453,2021-01-20,13961.0,306
Mono,1460,2021-01-21,13961.0,306
Mono,1466,2021-01-22,13961.0,306
Mono,2059,2021-01-23,13961.0,307
Mono,2059,2021-01-24,13961.0,308
Mono,2219,2021-01-25,13961.0,346
Mono,2716,2021-01-26,13961.0,352
Mono,2720,2021-01-27,13961.0,352
Mono,2724,2021-01-28,13961.0,356
Mono,2725,2021-01-29,13961.0,356
Mono,2920,2021-01-30,13961.0,357
Mono,3059,2021-01-31,13961.0,467
Mono,3059,2021-02-01,13961.0,494
Mono,3061,2021-02-02,13961.0,497
Mono,3064,2021-02-03,13961.0,501
Mono,3156,2021-02-04,13961.0,624
Mono,3768,2021-02-05,13961.0,628
Mono,3901,2021-02-06,13961.0,629
Mono,3904,2021-02-07,13961.0,629
Mono,3920,2021-02-08,13961.0,783
Mono,3935,2021-02-09,13961.0,1000
Mono,4132,2021-02-10,13961.0,1349
Mono,4136,2021-02-11,13961.0,1355
Mono,4164,2021-02-12,13961.0,1423
Mono,4192,2021-02-13,13961.0,1987
Mono,4192,2021-02-14,13961.0,1987
Mono,4194,2021-02-15,13961.0,2149
Mono,4242,2021-02-16,13961.0,2624
Mono,4244,2021-02-17,13961.0,2627
Mono,4246,2021-02-18,13961.0,2631
Mono,4301,2021-02-19,13961.0,2631
Mono,4308,2021-02-20,13961.0,2631
Mono,4316,2021-02-21,13961.0,2633
Mono,4343,2021-02-22,13961.0,2904
Mono,4371,2021-02-23,13961.0,3035
Mono,4374,2021-02-24,13961.0,3044
Mono,4377,2021-02-25,13961.0,3047
Mono,4401,2021-02-26,13961.0,3635
Mono,4406,2021-02-27,13961.0,3767
Mono,4407,2021-02-28,13961.0,3768
Mono,4410,2021-03-01,13961.0,3768
Mono,4416,2021-03-02,13961.0,3770
Mono,4525,2021-03-03,13961.0,3773
Mono,4528,2021-03-04,13961.0,3777
Mono,4541,2021-03-05,13961.0,3805
Mono,5048,2021-03-06,13961.0,3812
Mono,5048,2021-03-07,13961.0,3813
Mono,5581,2021-03-08,13961.0,3824
Mono,5586,2021-03-09,13961.0,3828
Mono,5597,2021-03-10,13961.0,4104
Mono,5606,2021-03-11,13961.0,4115
Mono,5612,2021-03-12,13961.0,4121
Mono,6437,2021-03-13,13961.0,4136
Mono,6438,2021-03-14,13961.0,4142
Mono,6457,2021-03-15,13961.0,4157
Mono,6470,2021-03-16,13961.0,4167
Mono,6497,2021-03-17,13961.0,4179
Mono,6515,2021-03-18,13961.0,4192
Mono,6533,2021-03-19,13961.0,4195
Mono,6537,2021-03-20,13961.0,4196
Mono,6537,2021-03-21,13961.0,4196
Mono,6547,2021-03-22,13961.0,4202
Mono,6570,2021-03-23,13961.0,4230
Mono,6581,2021-03-24,13961.0,4239
Mono,6599,2021-03-25,13961.0,4245
Mono,6614,2021-03-26,13961.0,4252
Mono,6951,2021-03-27,13961.0,4278
Mono,6951,2021-03-28,13961.0,4278
Mono,6961,2021-03-29,13961.0,4281
Mono,6972,2021-03-30,13961.0,4288
Mono,6998,2021-03-31,13961.0,4398
Mono,7004,2021-04-01,13961.0,4402
Mono,7013,2021-04-02,13961.0,4411
Mono,7062,2021-04-03,13961.0,5240
Mono,7062,2021-04-04,13961.0,5242
Mono,7098,2021-04-05,13961.0,5752
Mono,7113,2021-04-06,13961.0,5769
Mono,7134,2021-04-07,13961.0,5790
Mono,7159,2021-04-08,13961.0,5810
Mono,7197,2021-04-09,13961.0,5840
Mono,7236,2021-04-10,13961.0,6267
Mono,7236,2021-04-11,13961.0,6267
Mono,7242,2021-04-12,13961.0,6270
Mono,7256,2021-04-13,13961.0,6276
Mono,7265,2021-04-14,13961.0,6293
Mono,7275,2021-04-15,13961.0,6303
Mono,7281,2021-04-16,13961.0,6314
Mono,7326,2021-04-17,13961.0,6321
Mono,7327,2021-04-18,13961.0,6321
Mono,7535,2021-04-19,13961.0,6663
Mono,7544,2021-04-20,13961.0,6668
Mono,7546,2021-04-21,13961.0,6674
Mono,7557,2021-04-22,13961.0,6688
Mono,7569,2021-04-23,13961.0,6700
Mono,7590,2021-04-24,13961.0,6714
Mono,7595,2021-04-25,13961.0,6714
Mono,7598,2021-04-26,13961.0,6727
Mono,7657,2021-04-27,13961.0,6743
Mono,7710,2021-04-28,13961.0,6757
Mono,7717,2021-04-29,13961.0,6766
Mono,7729,2021-04-30,13961.0,6778
Mono,7831,2021-05-01,13961.0,6791
Mono,7831,2021-05-02,13961.0,6792
Mono,7832,2021-05-03,13961.0,6793
Mono,7847,2021-05-04,13961.0,6802
Mono,7896,2021-05-05,13961.0,6810
Mono,7906,2021-05-06,13961.0,6816
Mono,7931,2021-05-07,13961.0,6820
Mono,7954,2021-05-08,13961.0,6850
Mono,7954,2021-05-09,13961.0,6850
Mono,7967,2021-05-10,13961.0,6860
Mono,7976,2021-05-11,13961.0,6871
Mono,7981,2021-05-12,13961.0,6879
Mono,8025,2021-05-13,13961.0,6890
Mono,8032,2021-05-14,13961.0,6895
Mono,8058,2021-05-15,13961.0,6944
Mono,8061,2021-05-16,13961.0,6948
Mono,8127,2021-05-17,13961.0,7145
Mono,8218,2021-05-18,13961.0,7192
Mono,8304,2021-05-19,13961.0,7236
Mono,8364,2021-05-20,13961.0,7254
Mono,8377,2021-05-21,13961.0,7268
Mono,8396,2021-05-22,13961.0,7275
Mono,8398,2021-05-23,13961.0,7276
Mono,8408,2021-05-24,13961.0,7282
Mono,8417,2021-05-25,13961.0,7289
Mono,8425,2021-05-26,13961.0,7300
Mono,8430,2021-05-27,13961.0,7302
Mono,8441,2021-05-28,13961.0,7333
Mono,8475,2021-05-29,13961.0,7434
Mono,8475,2021-05-30,13961.0,7434
Mono,8475,2021-05-31,13961.0,7434
Mono,8484,2021-06-01,13961.0,7441
Mono,8494,2021-06-02,13961.0,7478
Mono,8497,2021-06-03,13961.0,7488
Mono,8501,2021-06-04,13961.0,7497
Mono,8506,2021-06-05,13961.0,7538
Mono,8506,2021-06-06,13961.0,7539
Mono,8521,2021-06-07,13961.0,7627
Mono,8534,2021-06-08,13961.0,7729
Mono,8535,2021-06-09,13961.0,7735
Mono,8539,2021-06-10,13961.0,7739
Mono,8550,2021-06-11,13961.0,7808
Mono,8550,2021-06-12,13961.0,7809
Mono,8551,2021-06-13,13961.0,7809
Mono,8577,2021-06-14,13961.0,7854
Mono,8581,2021-06-15,13961.0,7858
Mono,8587,2021-06-16,13961.0,7866
Mono,8592,2021-06-17,13961.0,7870
Mono,8595,2021-06-18,13961.0,7873
Mono,8598,2021-06-19,13961.0,7873
