county,cumulative_at_least_one_dose,date,population,cumulative_fully_vaccinated
Alameda,41,2020-12-15,1685886.0,0
Alameda,257,2020-12-16,1685886.0,0
Alameda,769,2020-12-17,1685886.0,0
Alameda,2696,2020-12-18,1685886.0,0
Alameda,4112,2020-12-19,1685886.0,0
Alameda,5287,2020-12-20,1685886.0,1
Alameda,7123,2020-12-21,1685886.0,1
Alameda,9209,2020-12-22,1685886.0,2
Alameda,11142,2020-12-23,1685886.0,3
Alameda,12347,2020-12-24,1685886.0,3
Alameda,12505,2020-12-25,1685886.0,3
Alameda,13349,2020-12-26,1685886.0,3
Alameda,13836,2020-12-27,1685886.0,3
Alameda,15707,2020-12-28,1685886.0,3
Alameda,18210,2020-12-29,1685886.0,3
Alameda,21308,2020-12-30,1685886.0,3
Alameda,23108,2020-12-31,1685886.0,5
Alameda,23287,2021-01-01,1685886.0,7
Alameda,24012,2021-01-02,1685886.0,7
Alameda,24338,2021-01-03,1685886.0,10
Alameda,25932,2021-01-04,1685886.0,21
Alameda,27889,2021-01-05,1685886.0,273
Alameda,30260,2021-01-06,1685886.0,1159
Alameda,32888,2021-01-07,1685886.0,2333
Alameda,35933,2021-01-08,1685886.0,4067
Alameda,37086,2021-01-09,1685886.0,4934
Alameda,37511,2021-01-10,1685886.0,5566
Alameda,40393,2021-01-11,1685886.0,7383
Alameda,43873,2021-01-12,1685886.0,8779
Alameda,47746,2021-01-13,1685886.0,9979
Alameda,52538,2021-01-14,1685886.0,10878
Alameda,57583,2021-01-15,1685886.0,11644
Alameda,60288,2021-01-16,1685886.0,11906
Alameda,61943,2021-01-17,1685886.0,12127
Alameda,64507,2021-01-18,1685886.0,12714
Alameda,68804,2021-01-19,1685886.0,13934
Alameda,74403,2021-01-20,1685886.0,15221
Alameda,81699,2021-01-21,1685886.0,16081
Alameda,87396,2021-01-22,1685886.0,17221
Alameda,90121,2021-01-23,1685886.0,17767
Alameda,91869,2021-01-24,1685886.0,18034
Alameda,95510,2021-01-25,1685886.0,19593
Alameda,100948,2021-01-26,1685886.0,21475
Alameda,105799,2021-01-27,1685886.0,23323
Alameda,111415,2021-01-28,1685886.0,25537
Alameda,117566,2021-01-29,1685886.0,27376
Alameda,120280,2021-01-30,1685886.0,28080
Alameda,121964,2021-01-31,1685886.0,28317
Alameda,126296,2021-02-01,1685886.0,30455
Alameda,130987,2021-02-02,1685886.0,32802
Alameda,135327,2021-02-03,1685886.0,35537
Alameda,141636,2021-02-04,1685886.0,38670
Alameda,147988,2021-02-05,1685886.0,42577
Alameda,153790,2021-02-06,1685886.0,43725
Alameda,156420,2021-02-07,1685886.0,44672
Alameda,161943,2021-02-08,1685886.0,47243
Alameda,167979,2021-02-09,1685886.0,50898
Alameda,174438,2021-02-10,1685886.0,55982
Alameda,182540,2021-02-11,1685886.0,61880
Alameda,190305,2021-02-12,1685886.0,66639
Alameda,196160,2021-02-13,1685886.0,68610
Alameda,199024,2021-02-14,1685886.0,69788
Alameda,202711,2021-02-15,1685886.0,71795
Alameda,212032,2021-02-16,1685886.0,75058
Alameda,222517,2021-02-17,1685886.0,78752
Alameda,234103,2021-02-18,1685886.0,83120
Alameda,245928,2021-02-19,1685886.0,89269
Alameda,255240,2021-02-20,1685886.0,92112
Alameda,260614,2021-02-21,1685886.0,94713
Alameda,267769,2021-02-22,1685886.0,98967
Alameda,276181,2021-02-23,1685886.0,104129
Alameda,286163,2021-02-24,1685886.0,109541
Alameda,296575,2021-02-25,1685886.0,115574
Alameda,308769,2021-02-26,1685886.0,122604
Alameda,318483,2021-02-27,1685886.0,128569
Alameda,325186,2021-02-28,1685886.0,132290
Alameda,334045,2021-03-01,1685886.0,137922
Alameda,344110,2021-03-02,1685886.0,143231
Alameda,355118,2021-03-03,1685886.0,148330
Alameda,366244,2021-03-04,1685886.0,154893
Alameda,377323,2021-03-05,1685886.0,160250
Alameda,387286,2021-03-06,1685886.0,165235
Alameda,394512,2021-03-07,1685886.0,168134
Alameda,403845,2021-03-08,1685886.0,171174
Alameda,412285,2021-03-09,1685886.0,177903
Alameda,420702,2021-03-10,1685886.0,187539
Alameda,429052,2021-03-11,1685886.0,200558
Alameda,438058,2021-03-12,1685886.0,214592
Alameda,444159,2021-03-13,1685886.0,225570
Alameda,448189,2021-03-14,1685886.0,233147
Alameda,454841,2021-03-15,1685886.0,241477
Alameda,462593,2021-03-16,1685886.0,251488
Alameda,471444,2021-03-17,1685886.0,261005
Alameda,480990,2021-03-18,1685886.0,271689
Alameda,490370,2021-03-19,1685886.0,283601
Alameda,497417,2021-03-20,1685886.0,293180
Alameda,501291,2021-03-21,1685886.0,299101
Alameda,509162,2021-03-22,1685886.0,307440
Alameda,519767,2021-03-23,1685886.0,317103
Alameda,529196,2021-03-24,1685886.0,328144
Alameda,539965,2021-03-25,1685886.0,339440
Alameda,549940,2021-03-26,1685886.0,352081
Alameda,558302,2021-03-27,1685886.0,363027
Alameda,561938,2021-03-28,1685886.0,370270
Alameda,568898,2021-03-29,1685886.0,379204
Alameda,580010,2021-03-30,1685886.0,388594
Alameda,591142,2021-03-31,1685886.0,399031
Alameda,607798,2021-04-01,1685886.0,411297
Alameda,625358,2021-04-02,1685886.0,423713
Alameda,640425,2021-04-03,1685886.0,433761
Alameda,647547,2021-04-04,1685886.0,440210
Alameda,659708,2021-04-05,1685886.0,450743
Alameda,675732,2021-04-06,1685886.0,462827
Alameda,692649,2021-04-07,1685886.0,473998
Alameda,711634,2021-04-08,1685886.0,488530
Alameda,729016,2021-04-09,1685886.0,499884
Alameda,743506,2021-04-10,1685886.0,510956
Alameda,751975,2021-04-11,1685886.0,517456
Alameda,764303,2021-04-12,1685886.0,525399
Alameda,781517,2021-04-13,1685886.0,531510
Alameda,797281,2021-04-14,1685886.0,539175
Alameda,813337,2021-04-15,1685886.0,547407
Alameda,829222,2021-04-16,1685886.0,556259
Alameda,843857,2021-04-17,1685886.0,562766
Alameda,851094,2021-04-18,1685886.0,565971
Alameda,860243,2021-04-19,1685886.0,572696
Alameda,870496,2021-04-20,1685886.0,581259
Alameda,882283,2021-04-21,1685886.0,589802
Alameda,894103,2021-04-22,1685886.0,600156
Alameda,906726,2021-04-23,1685886.0,610037
Alameda,916896,2021-04-24,1685886.0,619005
Alameda,922864,2021-04-25,1685886.0,622096
Alameda,932000,2021-04-26,1685886.0,627896
Alameda,940214,2021-04-27,1685886.0,636751
Alameda,947591,2021-04-28,1685886.0,646954
Alameda,954603,2021-04-29,1685886.0,658097
Alameda,963539,2021-04-30,1685886.0,670150
Alameda,969143,2021-05-01,1685886.0,679009
Alameda,972217,2021-05-02,1685886.0,683233
Alameda,975408,2021-05-03,1685886.0,695154
Alameda,979583,2021-05-04,1685886.0,710366
Alameda,983960,2021-05-05,1685886.0,725469
Alameda,988479,2021-05-06,1685886.0,741124
Alameda,993412,2021-05-07,1685886.0,756142
Alameda,996938,2021-05-08,1685886.0,770046
Alameda,998411,2021-05-09,1685886.0,777317
Alameda,1001255,2021-05-10,1685886.0,785263
Alameda,1004450,2021-05-11,1685886.0,798260
Alameda,1007679,2021-05-12,1685886.0,809085
Alameda,1013984,2021-05-13,1685886.0,821503
Alameda,1021576,2021-05-14,1685886.0,835328
Alameda,1027793,2021-05-15,1685886.0,846850
Alameda,1031056,2021-05-16,1685886.0,852657
Alameda,1035795,2021-05-17,1685886.0,862039
Alameda,1041227,2021-05-18,1685886.0,871320
Alameda,1047476,2021-05-19,1685886.0,879951
Alameda,1053814,2021-05-20,1685886.0,887647
Alameda,1059215,2021-05-21,1685886.0,897883
Alameda,1063606,2021-05-22,1685886.0,904105
Alameda,1065377,2021-05-23,1685886.0,907564
Alameda,1068465,2021-05-24,1685886.0,912007
Alameda,1072279,2021-05-25,1685886.0,916504
Alameda,1076146,2021-05-26,1685886.0,921187
Alameda,1079884,2021-05-27,1685886.0,925996
Alameda,1083745,2021-05-28,1685886.0,931017
Alameda,1086368,2021-05-29,1685886.0,933500
Alameda,1087435,2021-05-30,1685886.0,934987
Alameda,1087836,2021-05-31,1685886.0,935790
Alameda,1091095,2021-06-01,1685886.0,940000
Alameda,1093504,2021-06-02,1685886.0,943610
Alameda,1096567,2021-06-03,1685886.0,949304
Alameda,1099629,2021-06-04,1685886.0,956898
Alameda,1101569,2021-06-05,1685886.0,963185
Alameda,1102500,2021-06-06,1685886.0,966020
Alameda,1104410,2021-06-07,1685886.0,970143
Alameda,1106750,2021-06-08,1685886.0,975291
Alameda,1108625,2021-06-09,1685886.0,980918
Alameda,1111034,2021-06-10,1685886.0,986784
Alameda,1113723,2021-06-11,1685886.0,992368
Alameda,1115270,2021-06-12,1685886.0,996507
Alameda,1116053,2021-06-13,1685886.0,998154
Alameda,1117816,2021-06-14,1685886.0,1001182
Alameda,1119891,2021-06-15,1685886.0,1005375
Alameda,1121637,2021-06-16,1685886.0,1009016
Alameda,1123757,2021-06-17,1685886.0,1012770
Alameda,1126001,2021-06-18,1685886.0,1016729
Alameda,1127220,2021-06-19,1685886.0,1019116
Alameda,1127790,2021-06-20,1685886.0,1019990
Alameda,1129348,2021-06-21,1685886.0,1021308
Alameda,1130966,2021-06-22,1685886.0,1024479
Alameda,1132338,2021-06-23,1685886.0,1026788
Alameda,1134082,2021-06-24,1685886.0,1029664
Alameda,1136004,2021-06-25,1685886.0,1032575
Alameda,1137246,2021-06-26,1685886.0,1034572
Alameda,1137805,2021-06-27,1685886.0,1035356
Alameda,1139137,2021-06-28,1685886.0,1037110
Alameda,1140575,2021-06-29,1685886.0,1039500
Alameda,1141775,2021-06-30,1685886.0,1041312
Alameda,1143165,2021-07-01,1685886.0,1043527
Alameda,1144796,2021-07-02,1685886.0,1046039
Alameda,1145695,2021-07-03,1685886.0,1047273
Alameda,1145741,2021-07-04,1685886.0,1047327
Alameda,1146517,2021-07-05,1685886.0,1048222
Alameda,1147865,2021-07-06,1685886.0,1050597
Alameda,1149028,2021-07-07,1685886.0,1052364
Alameda,1150206,2021-07-08,1685886.0,1054129
Alameda,1151756,2021-07-09,1685886.0,1056265
Alameda,1152732,2021-07-10,1685886.0,1057581
Alameda,1153192,2021-07-11,1685886.0,1058201
Alameda,1154340,2021-07-12,1685886.0,1059758
Alameda,1155625,2021-07-13,1685886.0,1061321
Alameda,1156711,2021-07-14,1685886.0,1062525
Alameda,1157899,2021-07-15,1685886.0,1063899
Alameda,1159435,2021-07-16,1685886.0,1065696
Alameda,1160433,2021-07-17,1685886.0,1066833
Alameda,1160996,2021-07-18,1685886.0,1067395
Alameda,1162341,2021-07-19,1685886.0,1068644
Alameda,1163732,2021-07-20,1685886.0,1069906
Alameda,1165033,2021-07-21,1685886.0,1071093
Alameda,1166433,2021-07-22,1685886.0,1072296
Alameda,1168183,2021-07-23,1685886.0,1073982
Alameda,1169413,2021-07-24,1685886.0,1075010
Alameda,1169927,2021-07-25,1685886.0,1075202
Alameda,1171490,2021-07-26,1685886.0,1076191
Alameda,1173209,2021-07-27,1685886.0,1077411
Alameda,1174616,2021-07-28,1685886.0,1078379
Alameda,1176296,2021-07-29,1685886.0,1079558
Alameda,1178323,2021-07-30,1685886.0,1081094
Alameda,1179642,2021-07-31,1685886.0,1081992
Alameda,1180193,2021-08-01,1685886.0,1082348
Alameda,1182026,2021-08-02,1685886.0,1083473
Alameda,1184056,2021-08-03,1685886.0,1084657
Alameda,1185739,2021-08-04,1685886.0,1085644
Alameda,1187695,2021-08-05,1685886.0,1086888
Alameda,1190091,2021-08-06,1685886.0,1088473
Alameda,1191487,2021-08-07,1685886.0,1089536
Alameda,1192233,2021-08-08,1685886.0,1090018
Alameda,1193967,2021-08-09,1685886.0,1091427
Alameda,1195582,2021-08-10,1685886.0,1092689
Alameda,1196986,2021-08-11,1685886.0,1093722
Alameda,1198580,2021-08-12,1685886.0,1094961
Alameda,1200855,2021-08-13,1685886.0,1096747
Alameda,1202144,2021-08-14,1685886.0,1097855
Alameda,1202816,2021-08-15,1685886.0,1098327
Alameda,1203777,2021-08-16,1685886.0,1099188
Alpine,0,2020-12-15,1117.0,0
Alpine,0,2020-12-16,1117.0,0
Alpine,0,2020-12-17,1117.0,0
Alpine,2,2020-12-18,1117.0,0
Alpine,4,2020-12-19,1117.0,0
Alpine,4,2020-12-20,1117.0,0
Alpine,5,2020-12-21,1117.0,0
Alpine,5,2020-12-22,1117.0,0
Alpine,5,2020-12-23,1117.0,0
Alpine,5,2020-12-24,1117.0,0
Alpine,5,2020-12-25,1117.0,0
Alpine,5,2020-12-26,1117.0,0
Alpine,5,2020-12-27,1117.0,0
Alpine,5,2020-12-28,1117.0,0
Alpine,6,2020-12-29,1117.0,0
Alpine,20,2020-12-30,1117.0,0
Alpine,21,2020-12-31,1117.0,0
Alpine,22,2021-01-01,1117.0,0
Alpine,23,2021-01-02,1117.0,0
Alpine,23,2021-01-03,1117.0,0
Alpine,33,2021-01-04,1117.0,0
Alpine,41,2021-01-05,1117.0,0
Alpine,72,2021-01-06,1117.0,0
Alpine,80,2021-01-07,1117.0,0
Alpine,82,2021-01-08,1117.0,2
Alpine,82,2021-01-09,1117.0,4
Alpine,82,2021-01-10,1117.0,4
Alpine,113,2021-01-11,1117.0,5
Alpine,113,2021-01-12,1117.0,5
Alpine,148,2021-01-13,1117.0,5
Alpine,149,2021-01-14,1117.0,5
Alpine,150,2021-01-15,1117.0,5
Alpine,150,2021-01-16,1117.0,5
Alpine,150,2021-01-17,1117.0,5
Alpine,151,2021-01-18,1117.0,5
Alpine,151,2021-01-19,1117.0,5
Alpine,172,2021-01-20,1117.0,5
Alpine,173,2021-01-21,1117.0,5
Alpine,206,2021-01-22,1117.0,5
Alpine,206,2021-01-23,1117.0,6
Alpine,206,2021-01-24,1117.0,6
Alpine,222,2021-01-25,1117.0,6
Alpine,222,2021-01-26,1117.0,7
Alpine,222,2021-01-27,1117.0,7
Alpine,222,2021-01-28,1117.0,8
Alpine,223,2021-01-29,1117.0,8
Alpine,223,2021-01-30,1117.0,8
Alpine,223,2021-01-31,1117.0,8
Alpine,230,2021-02-01,1117.0,26
Alpine,230,2021-02-02,1117.0,26
Alpine,240,2021-02-03,1117.0,50
Alpine,244,2021-02-04,1117.0,55
Alpine,254,2021-02-05,1117.0,75
Alpine,254,2021-02-06,1117.0,75
Alpine,254,2021-02-07,1117.0,75
Alpine,258,2021-02-08,1117.0,103
Alpine,258,2021-02-09,1117.0,103
Alpine,258,2021-02-10,1117.0,137
Alpine,261,2021-02-11,1117.0,140
Alpine,261,2021-02-12,1117.0,141
Alpine,261,2021-02-13,1117.0,141
Alpine,261,2021-02-14,1117.0,141
Alpine,261,2021-02-15,1117.0,141
Alpine,261,2021-02-16,1117.0,141
Alpine,264,2021-02-17,1117.0,161
Alpine,265,2021-02-18,1117.0,162
Alpine,267,2021-02-19,1117.0,194
Alpine,267,2021-02-20,1117.0,194
Alpine,267,2021-02-21,1117.0,194
Alpine,275,2021-02-22,1117.0,213
Alpine,275,2021-02-23,1117.0,213
Alpine,275,2021-02-24,1117.0,213
Alpine,280,2021-02-25,1117.0,213
Alpine,309,2021-02-26,1117.0,214
Alpine,310,2021-02-27,1117.0,215
Alpine,310,2021-02-28,1117.0,215
Alpine,336,2021-03-01,1117.0,225
Alpine,336,2021-03-02,1117.0,225
Alpine,353,2021-03-03,1117.0,236
Alpine,363,2021-03-04,1117.0,236
Alpine,385,2021-03-05,1117.0,242
Alpine,385,2021-03-06,1117.0,242
Alpine,385,2021-03-07,1117.0,242
Alpine,414,2021-03-08,1117.0,244
Alpine,414,2021-03-09,1117.0,244
Alpine,486,2021-03-10,1117.0,244
Alpine,517,2021-03-11,1117.0,248
Alpine,535,2021-03-12,1117.0,250
Alpine,535,2021-03-13,1117.0,250
Alpine,535,2021-03-14,1117.0,250
Alpine,554,2021-03-15,1117.0,251
Alpine,554,2021-03-16,1117.0,251
Alpine,574,2021-03-17,1117.0,255
Alpine,608,2021-03-18,1117.0,256
Alpine,609,2021-03-19,1117.0,257
Alpine,609,2021-03-20,1117.0,257
Alpine,609,2021-03-21,1117.0,257
Alpine,624,2021-03-22,1117.0,266
Alpine,624,2021-03-23,1117.0,266
Alpine,632,2021-03-24,1117.0,277
Alpine,660,2021-03-25,1117.0,283
Alpine,660,2021-03-26,1117.0,283
Alpine,660,2021-03-27,1117.0,284
Alpine,661,2021-03-28,1117.0,284
Alpine,664,2021-03-29,1117.0,301
Alpine,664,2021-03-30,1117.0,301
Alpine,664,2021-03-31,1117.0,301
Alpine,672,2021-04-01,1117.0,311
Alpine,717,2021-04-02,1117.0,364
Alpine,717,2021-04-03,1117.0,364
Alpine,717,2021-04-04,1117.0,364
Alpine,717,2021-04-05,1117.0,367
Alpine,718,2021-04-06,1117.0,368
Alpine,749,2021-04-07,1117.0,454
Alpine,759,2021-04-08,1117.0,479
Alpine,761,2021-04-09,1117.0,479
Alpine,761,2021-04-10,1117.0,479
Alpine,761,2021-04-11,1117.0,479
Alpine,761,2021-04-12,1117.0,479
Alpine,761,2021-04-13,1117.0,479
Alpine,771,2021-04-14,1117.0,516
Alpine,774,2021-04-15,1117.0,548
Alpine,774,2021-04-16,1117.0,548
Alpine,774,2021-04-17,1117.0,548
Alpine,774,2021-04-18,1117.0,548
Alpine,775,2021-04-19,1117.0,548
Alpine,775,2021-04-20,1117.0,548
Alpine,790,2021-04-21,1117.0,564
Alpine,791,2021-04-22,1117.0,587
Alpine,791,2021-04-23,1117.0,587
Alpine,791,2021-04-24,1117.0,587
Alpine,791,2021-04-25,1117.0,588
Alpine,791,2021-04-26,1117.0,588
Alpine,792,2021-04-27,1117.0,588
Alpine,798,2021-04-28,1117.0,618
Alpine,798,2021-04-29,1117.0,624
Alpine,800,2021-04-30,1117.0,625
Alpine,800,2021-05-01,1117.0,625
Alpine,801,2021-05-02,1117.0,626
Alpine,801,2021-05-03,1117.0,626
Alpine,801,2021-05-04,1117.0,626
Alpine,805,2021-05-05,1117.0,639
Alpine,805,2021-05-06,1117.0,647
Alpine,805,2021-05-07,1117.0,648
Alpine,805,2021-05-08,1117.0,648
Alpine,805,2021-05-09,1117.0,648
Alpine,806,2021-05-10,1117.0,648
Alpine,806,2021-05-11,1117.0,648
Alpine,807,2021-05-12,1117.0,649
Alpine,807,2021-05-13,1117.0,652
Alpine,807,2021-05-14,1117.0,652
Alpine,807,2021-05-15,1117.0,652
Alpine,807,2021-05-16,1117.0,652
Alpine,808,2021-05-17,1117.0,653
Alpine,809,2021-05-18,1117.0,653
Alpine,809,2021-05-19,1117.0,668
Alpine,809,2021-05-20,1117.0,668
Alpine,809,2021-05-21,1117.0,669
Alpine,809,2021-05-22,1117.0,669
Alpine,809,2021-05-23,1117.0,669
Alpine,809,2021-05-24,1117.0,669
Alpine,809,2021-05-25,1117.0,670
Alpine,809,2021-05-26,1117.0,670
Alpine,812,2021-05-27,1117.0,670
Alpine,814,2021-05-28,1117.0,670
Alpine,815,2021-05-29,1117.0,670
Alpine,815,2021-05-30,1117.0,670
Alpine,815,2021-05-31,1117.0,670
Alpine,815,2021-06-01,1117.0,670
Alpine,816,2021-06-02,1117.0,677
Alpine,816,2021-06-03,1117.0,677
Alpine,817,2021-06-04,1117.0,677
Alpine,817,2021-06-05,1117.0,677
Alpine,817,2021-06-06,1117.0,677
Alpine,817,2021-06-07,1117.0,678
Alpine,817,2021-06-08,1117.0,678
Alpine,817,2021-06-09,1117.0,678
Alpine,818,2021-06-10,1117.0,678
Alpine,818,2021-06-11,1117.0,678
Alpine,818,2021-06-12,1117.0,678
Alpine,818,2021-06-13,1117.0,678
Alpine,818,2021-06-14,1117.0,678
Alpine,818,2021-06-15,1117.0,680
Alpine,818,2021-06-16,1117.0,680
Alpine,818,2021-06-17,1117.0,680
Alpine,818,2021-06-18,1117.0,681
Alpine,818,2021-06-19,1117.0,682
Alpine,818,2021-06-20,1117.0,682
Alpine,818,2021-06-21,1117.0,682
Alpine,818,2021-06-22,1117.0,682
Alpine,818,2021-06-23,1117.0,682
Alpine,818,2021-06-24,1117.0,682
Alpine,818,2021-06-25,1117.0,683
Alpine,818,2021-06-26,1117.0,683
Alpine,818,2021-06-27,1117.0,683
Alpine,818,2021-06-28,1117.0,683
Alpine,819,2021-06-29,1117.0,683
Alpine,819,2021-06-30,1117.0,684
Alpine,819,2021-07-01,1117.0,685
Alpine,819,2021-07-02,1117.0,685
Alpine,819,2021-07-03,1117.0,685
Alpine,819,2021-07-04,1117.0,685
Alpine,819,2021-07-05,1117.0,685
Alpine,820,2021-07-06,1117.0,685
Alpine,822,2021-07-07,1117.0,685
Alpine,822,2021-07-08,1117.0,685
Alpine,822,2021-07-09,1117.0,685
Alpine,822,2021-07-10,1117.0,685
Alpine,822,2021-07-11,1117.0,685
Alpine,822,2021-07-12,1117.0,685
Alpine,822,2021-07-13,1117.0,685
Alpine,822,2021-07-14,1117.0,685
Alpine,822,2021-07-15,1117.0,685
Alpine,823,2021-07-16,1117.0,685
Alpine,823,2021-07-17,1117.0,685
Alpine,823,2021-07-18,1117.0,685
Alpine,823,2021-07-19,1117.0,685
Alpine,824,2021-07-20,1117.0,685
Alpine,824,2021-07-21,1117.0,685
Alpine,824,2021-07-22,1117.0,685
Alpine,824,2021-07-23,1117.0,685
Alpine,825,2021-07-24,1117.0,685
Alpine,825,2021-07-25,1117.0,685
Alpine,825,2021-07-26,1117.0,685
Alpine,825,2021-07-27,1117.0,685
Alpine,825,2021-07-28,1117.0,685
Alpine,825,2021-07-29,1117.0,685
Alpine,825,2021-07-30,1117.0,686
Alpine,825,2021-07-31,1117.0,686
Alpine,825,2021-08-01,1117.0,686
Alpine,825,2021-08-02,1117.0,686
Alpine,826,2021-08-03,1117.0,686
Alpine,826,2021-08-04,1117.0,688
Alpine,826,2021-08-05,1117.0,688
Alpine,826,2021-08-06,1117.0,688
Alpine,826,2021-08-07,1117.0,688
Alpine,826,2021-08-08,1117.0,688
Alpine,826,2021-08-09,1117.0,688
Alpine,826,2021-08-10,1117.0,688
Alpine,827,2021-08-11,1117.0,688
Alpine,827,2021-08-12,1117.0,688
Alpine,828,2021-08-13,1117.0,688
Alpine,828,2021-08-14,1117.0,688
Alpine,828,2021-08-15,1117.0,688
Alpine,828,2021-08-16,1117.0,688
Amador,0,2020-12-15,38531.0,0
Amador,3,2020-12-16,38531.0,0
Amador,8,2020-12-17,38531.0,0
Amador,56,2020-12-18,38531.0,0
Amador,72,2020-12-19,38531.0,0
Amador,76,2020-12-20,38531.0,0
Amador,106,2020-12-21,38531.0,0
Amador,143,2020-12-22,38531.0,0
Amador,184,2020-12-23,38531.0,0
Amador,189,2020-12-24,38531.0,0
Amador,189,2020-12-25,38531.0,0
Amador,194,2020-12-26,38531.0,0
Amador,195,2020-12-27,38531.0,0
Amador,227,2020-12-28,38531.0,0
Amador,252,2020-12-29,38531.0,0
Amador,379,2020-12-30,38531.0,0
Amador,575,2020-12-31,38531.0,0
Amador,577,2021-01-01,38531.0,0
Amador,636,2021-01-02,38531.0,0
Amador,705,2021-01-03,38531.0,0
Amador,831,2021-01-04,38531.0,0
Amador,863,2021-01-05,38531.0,1
Amador,899,2021-01-06,38531.0,5
Amador,1122,2021-01-07,38531.0,16
Amador,1165,2021-01-08,38531.0,62
Amador,1168,2021-01-09,38531.0,72
Amador,1170,2021-01-10,38531.0,76
Amador,1261,2021-01-11,38531.0,114
Amador,1304,2021-01-12,38531.0,144
Amador,1333,2021-01-13,38531.0,156
Amador,1476,2021-01-14,38531.0,166
Amador,1530,2021-01-15,38531.0,176
Amador,1546,2021-01-16,38531.0,182
Amador,1573,2021-01-17,38531.0,182
Amador,1583,2021-01-18,38531.0,203
Amador,1662,2021-01-19,38531.0,252
Amador,1829,2021-01-20,38531.0,265
Amador,1982,2021-01-21,38531.0,378
Amador,2115,2021-01-22,38531.0,386
Amador,2175,2021-01-23,38531.0,389
Amador,2199,2021-01-24,38531.0,393
Amador,2240,2021-01-25,38531.0,412
Amador,2476,2021-01-26,38531.0,422
Amador,2740,2021-01-27,38531.0,468
Amador,3035,2021-01-28,38531.0,552
Amador,3127,2021-01-29,38531.0,567
Amador,3321,2021-01-30,38531.0,572
Amador,3354,2021-01-31,38531.0,573
Amador,3391,2021-02-01,38531.0,601
Amador,3522,2021-02-02,38531.0,686
Amador,3611,2021-02-03,38531.0,739
Amador,3779,2021-02-04,38531.0,827
Amador,4101,2021-02-05,38531.0,845
Amador,4224,2021-02-06,38531.0,849
Amador,4259,2021-02-07,38531.0,853
Amador,4334,2021-02-08,38531.0,870
Amador,4443,2021-02-09,38531.0,937
Amador,5393,2021-02-10,38531.0,971
Amador,5596,2021-02-11,38531.0,1088
Amador,5858,2021-02-12,38531.0,1164
Amador,6007,2021-02-13,38531.0,1193
Amador,6114,2021-02-14,38531.0,1211
Amador,6285,2021-02-15,38531.0,1228
Amador,6716,2021-02-16,38531.0,1270
Amador,6887,2021-02-17,38531.0,1372
Amador,7220,2021-02-18,38531.0,1437
Amador,7332,2021-02-19,38531.0,1524
Amador,7398,2021-02-20,38531.0,1562
Amador,7416,2021-02-21,38531.0,1596
Amador,7449,2021-02-22,38531.0,1630
Amador,7588,2021-02-23,38531.0,1819
Amador,7852,2021-02-24,38531.0,1954
Amador,8136,2021-02-25,38531.0,2211
Amador,8654,2021-02-26,38531.0,2338
Amador,8760,2021-02-27,38531.0,2550
Amador,8826,2021-02-28,38531.0,2616
Amador,8957,2021-03-01,38531.0,2693
Amador,9295,2021-03-02,38531.0,2753
Amador,9466,2021-03-03,38531.0,2837
Amador,9862,2021-03-04,38531.0,2942
Amador,10157,2021-03-05,38531.0,3175
Amador,10215,2021-03-06,38531.0,3222
Amador,10241,2021-03-07,38531.0,3292
Amador,10336,2021-03-08,38531.0,3358
Amador,10627,2021-03-09,38531.0,3448
Amador,10743,2021-03-10,38531.0,3860
Amador,11060,2021-03-11,38531.0,4040
Amador,11417,2021-03-12,38531.0,4282
Amador,11506,2021-03-13,38531.0,4326
Amador,11528,2021-03-14,38531.0,4404
Amador,11588,2021-03-15,38531.0,4532
Amador,11738,2021-03-16,38531.0,4847
Amador,12005,2021-03-17,38531.0,4969
Amador,12269,2021-03-18,38531.0,5231
Amador,12681,2021-03-19,38531.0,5390
Amador,12734,2021-03-20,38531.0,5455
Amador,12764,2021-03-21,38531.0,5479
Amador,12842,2021-03-22,38531.0,5547
Amador,13127,2021-03-23,38531.0,5710
Amador,13420,2021-03-24,38531.0,6021
Amador,13827,2021-03-25,38531.0,6237
Amador,14118,2021-03-26,38531.0,6706
Amador,14150,2021-03-27,38531.0,6768
Amador,14163,2021-03-28,38531.0,6827
Amador,14250,2021-03-29,38531.0,6928
Amador,14538,2021-03-30,38531.0,7178
Amador,14587,2021-03-31,38531.0,7334
Amador,14854,2021-04-01,38531.0,7687
Amador,15253,2021-04-02,38531.0,7919
Amador,15298,2021-04-03,38531.0,7986
Amador,15320,2021-04-04,38531.0,8012
Amador,15385,2021-04-05,38531.0,8109
Amador,15625,2021-04-06,38531.0,8390
Amador,15689,2021-04-07,38531.0,8446
Amador,15931,2021-04-08,38531.0,8723
Amador,16161,2021-04-09,38531.0,8997
Amador,16191,2021-04-10,38531.0,9027
Amador,16217,2021-04-11,38531.0,9054
Amador,16267,2021-04-12,38531.0,9112
Amador,16332,2021-04-13,38531.0,9390
Amador,16389,2021-04-14,38531.0,9615
Amador,16458,2021-04-15,38531.0,9872
Amador,16842,2021-04-16,38531.0,9982
Amador,16872,2021-04-17,38531.0,10018
Amador,16884,2021-04-18,38531.0,10047
Amador,16916,2021-04-19,38531.0,10088
Amador,17027,2021-04-20,38531.0,10413
Amador,17071,2021-04-21,38531.0,10457
Amador,17172,2021-04-22,38531.0,10857
Amador,17463,2021-04-23,38531.0,10931
Amador,17492,2021-04-24,38531.0,10952
