population,date,county,cumulative_reported_deaths
1685886.0,2020-02-01,Alameda,0.0
1685886.0,2020-02-02,Alameda,0.0
1685886.0,2020-02-03,Alameda,0.0
1685886.0,2020-02-04,Alameda,0.0
1685886.0,2020-02-05,Alameda,0.0
1685886.0,2020-02-06,Alameda,0.0
1685886.0,2020-02-07,Alameda,0.0
1685886.0,2020-02-08,Alameda,0.0
1685886.0,2020-02-09,Alameda,0.0
1685886.0,2020-02-10,Alameda,0.0
1685886.0,2020-02-11,Alameda,0.0
1685886.0,2020-02-12,Alameda,0.0
1685886.0,2020-02-13,Alameda,0.0
1685886.0,2020-02-14,Alameda,0.0
1685886.0,2020-02-15,Alameda,0.0
1685886.0,2020-02-16,Alameda,0.0
1685886.0,2020-02-17,Alameda,0.0
1685886.0,2020-02-18,Alameda,0.0
1685886.0,2020-02-19,Alameda,0.0
1685886.0,2020-02-20,Alameda,0.0
1685886.0,2020-02-21,Alameda,0.0
1685886.0,2020-02-22,Alameda,0.0
1685886.0,2020-02-23,Alameda,0.0
1685886.0,2020-02-24,Alameda,0.0
1685886.0,2020-02-25,Alameda,0.0
1685886.0,2020-02-26,Alameda,0.0
1685886.0,2020-02-27,Alameda,0.0
1685886.0,2020-02-28,Alameda,0.0
1685886.0,2020-02-29,Alameda,0.0
1685886.0,2020-03-01,Alameda,0.0
1685886.0,2020-03-02,Alameda,0.0
1685886.0,2020-03-03,Alameda,0.0
1685886.0,2020-03-04,Alameda,0.0
1685886.0,2020-03-05,Alameda,0.0
1685886.0,2020-03-06,Alameda,0.0
1685886.0,2020-03-07,Alameda,0.0
1685886.0,2020-03-08,Alameda,0.0
1685886.0,2020-03-09,Alameda,0.0
1685886.0,2020-03-10,Alameda,0.0
1685886.0,2020-03-11,Alameda,0.0
1685886.0,2020-03-12,Alameda,0.0
1685886.0,2020-03-13,Alameda,0.0
1685886.0,2020-03-14,Alameda,0.0
1685886.0,2020-03-15,Alameda,0.0
1685886.0,2020-03-16,Alameda,0.0
1685886.0,2020-03-17,Alameda,0.0
1685886.0,2020-03-18,Alameda,0.0
1685886.0,2020-03-19,Alameda,0.0
1685886.0,2020-03-20,Alameda,0.0
1685886.0,2020-03-21,Alameda,0.0
1685886.0,2020-03-22,Alameda,1.0
1685886.0,2020-03-23,Alameda,1.0
1685886.0,2020-03-24,Alameda,2.0
1685886.0,2020-03-25,Alameda,3.0
1685886.0,2020-03-26,Alameda,4.0
1685886.0,2020-03-27,Alameda,4.0
1685886.0,2020-03-28,Alameda,12.0
1685886.0,2020-03-29,Alameda,6.0
1685886.0,2020-03-30,Alameda,7.0
1685886.0,2020-03-31,Alameda,7.0
1685886.0,2020-04-01,Alameda,8.0
1685886.0,2020-04-02,Alameda,10.0
1685886.0,2020-04-03,Alameda,11.0
1685886.0,2020-04-04,Alameda,12.0
1685886.0,2020-04-05,Alameda,12.0
1685886.0,2020-04-06,Alameda,13.0
1685886.0,2020-04-07,Alameda,14.0
1685886.0,2020-04-08,Alameda,15.0
1685886.0,2020-04-09,Alameda,17.0
1685886.0,2020-04-10,Alameda,21.0
1685886.0,2020-04-11,Alameda,23.0
1685886.0,2020-04-12,Alameda,23.0
1685886.0,2020-04-13,Alameda,23.0
1685886.0,2020-04-14,Alameda,30.0
1685886.0,2020-04-15,Alameda,38.0
1685886.0,2020-04-16,Alameda,39.0
1685886.0,2020-04-17,Alameda,40.0
1685886.0,2020-04-18,Alameda,40.0
1685886.0,2020-04-19,Alameda,41.0
1685886.0,2020-04-20,Alameda,42.0
1685886.0,2020-04-21,Alameda,46.0
1685886.0,2020-04-22,Alameda,46.0
1685886.0,2020-04-23,Alameda,46.0
1685886.0,2020-04-24,Alameda,50.0
1685886.0,2020-04-25,Alameda,52.0
1685886.0,2020-04-26,Alameda,52.0
1685886.0,2020-04-27,Alameda,53.0
1685886.0,2020-04-28,Alameda,55.0
1685886.0,2020-04-29,Alameda,60.0
1685886.0,2020-04-30,Alameda,60.0
1685886.0,2020-05-01,Alameda,63.0
1685886.0,2020-05-02,Alameda,63.0
1685886.0,2020-05-03,Alameda,64.0
1685886.0,2020-05-04,Alameda,65.0
1685886.0,2020-05-05,Alameda,67.0
1685886.0,2020-05-06,Alameda,67.0
1685886.0,2020-05-07,Alameda,68.0
1685886.0,2020-05-08,Alameda,70.0
1685886.0,2020-05-09,Alameda,71.0
1685886.0,2020-05-10,Alameda,71.0
1685886.0,2020-05-11,Alameda,71.0
1685886.0,2020-05-12,Alameda,74.0
1685886.0,2020-05-13,Alameda,78.0
1685886.0,2020-05-14,Alameda,80.0
1685886.0,2020-05-15,Alameda,83.0
1685886.0,2020-05-16,Alameda,83.0
1685886.0,2020-05-17,Alameda,83.0
1685886.0,2020-05-18,Alameda,84.0
1685886.0,2020-05-19,Alameda,88.0
1685886.0,2020-05-20,Alameda,89.0
1685886.0,2020-05-21,Alameda,89.0
1685886.0,2020-05-22,Alameda,91.0
1685886.0,2020-05-23,Alameda,91.0
1685886.0,2020-05-24,Alameda,92.0
1685886.0,2020-05-25,Alameda,92.0
1685886.0,2020-05-26,Alameda,92.0
1685886.0,2020-05-27,Alameda,94.0
1685886.0,2020-05-28,Alameda,94.0
1685886.0,2020-05-29,Alameda,96.0
1685886.0,2020-05-30,Alameda,96.0
1685886.0,2020-05-31,Alameda,98.0
1685886.0,2020-06-01,Alameda,98.0
1685886.0,2020-06-02,Alameda,99.0
1685886.0,2020-06-03,Alameda,99.0
1685886.0,2020-06-04,Alameda,99.0
1685886.0,2020-06-05,Alameda,102.0
1685886.0,2020-06-06,Alameda,102.0
1685886.0,2020-06-07,Alameda,102.0
1685886.0,2020-06-08,Alameda,103.0
1685886.0,2020-06-09,Alameda,103.0
1685886.0,2020-06-10,Alameda,107.0
1685886.0,2020-06-11,Alameda,108.0
1685886.0,2020-06-12,Alameda,109.0
1685886.0,2020-06-13,Alameda,112.0
1685886.0,2020-06-14,Alameda,112.0
1685886.0,2020-06-15,Alameda,112.0
1685886.0,2020-06-16,Alameda,113.0
1685886.0,2020-06-17,Alameda,117.0
1685886.0,2020-06-18,Alameda,118.0
1685886.0,2020-06-19,Alameda,119.0
1685886.0,2020-06-20,Alameda,119.0
1685886.0,2020-06-21,Alameda,121.0
1685886.0,2020-06-22,Alameda,121.0
1685886.0,2020-06-23,Alameda,121.0
1685886.0,2020-06-24,Alameda,123.0
1685886.0,2020-06-25,Alameda,130.0
1685886.0,2020-06-26,Alameda,132.0
1685886.0,2020-06-27,Alameda,135.0
1685886.0,2020-06-28,Alameda,135.0
1685886.0,2020-06-29,Alameda,135.0
1685886.0,2020-06-30,Alameda,137.0
1685886.0,2020-07-01,Alameda,137.0
1685886.0,2020-07-02,Alameda,139.0
1685886.0,2020-07-03,Alameda,141.0
1685886.0,2020-07-04,Alameda,141.0
1685886.0,2020-07-05,Alameda,141.0
1685886.0,2020-07-06,Alameda,141.0
1685886.0,2020-07-07,Alameda,141.0
1685886.0,2020-07-08,Alameda,142.0
1685886.0,2020-07-09,Alameda,146.0
1685886.0,2020-07-10,Alameda,147.0
1685886.0,2020-07-11,Alameda,148.0
1685886.0,2020-07-12,Alameda,148.0
1685886.0,2020-07-13,Alameda,148.0
1685886.0,2020-07-14,Alameda,151.0
1685886.0,2020-07-15,Alameda,153.0
1685886.0,2020-07-16,Alameda,153.0
1685886.0,2020-07-17,Alameda,160.0
1685886.0,2020-07-18,Alameda,162.0
1685886.0,2020-07-19,Alameda,162.0
1685886.0,2020-07-20,Alameda,162.0
1685886.0,2020-07-21,Alameda,166.0
1685886.0,2020-07-22,Alameda,169.0
1685886.0,2020-07-23,Alameda,171.0
1685886.0,2020-07-24,Alameda,176.0
1685886.0,2020-07-25,Alameda,176.0
1685886.0,2020-07-26,Alameda,176.0
1685886.0,2020-07-27,Alameda,176.0
1685886.0,2020-07-28,Alameda,180.0
1685886.0,2020-07-29,Alameda,180.0
1685886.0,2020-07-30,Alameda,185.0
1685886.0,2020-07-31,Alameda,187.0
1685886.0,2020-08-01,Alameda,188.0
1685886.0,2020-08-02,Alameda,188.0
1685886.0,2020-08-03,Alameda,189.0
1685886.0,2020-08-04,Alameda,192.0
1685886.0,2020-08-05,Alameda,193.0
1685886.0,2020-08-06,Alameda,200.0
1685886.0,2020-08-07,Alameda,204.0
1685886.0,2020-08-08,Alameda,204.0
1685886.0,2020-08-09,Alameda,203.0
1685886.0,2020-08-10,Alameda,203.0
1685886.0,2020-08-11,Alameda,204.0
1685886.0,2020-08-12,Alameda,215.0
1685886.0,2020-08-13,Alameda,218.0
1685886.0,2020-08-14,Alameda,221.0
1685886.0,2020-08-15,Alameda,221.0
1685886.0,2020-08-16,Alameda,221.0
1685886.0,2020-08-17,Alameda,221.0
1685886.0,2020-08-18,Alameda,223.0
1685886.0,2020-08-19,Alameda,226.0
1685886.0,2020-08-20,Alameda,229.0
1685886.0,2020-08-21,Alameda,232.0
1685886.0,2020-08-22,Alameda,231.0
1685886.0,2020-08-23,Alameda,231.0
1685886.0,2020-08-24,Alameda,231.0
1685886.0,2020-08-25,Alameda,232.0
1685886.0,2020-08-26,Alameda,233.0
1685886.0,2020-08-27,Alameda,234.0
1685886.0,2020-08-28,Alameda,237.0
1685886.0,2020-08-29,Alameda,250.0
1685886.0,2020-08-30,Alameda,248.0
1685886.0,2020-08-31,Alameda,248.0
1685886.0,2020-09-01,Alameda,248.0
1685886.0,2020-09-02,Alameda,260.0
1685886.0,2020-09-03,Alameda,275.0
1685886.0,2020-09-04,Alameda,276.0
1685886.0,2020-09-05,Alameda,279.0
1685886.0,2020-09-06,Alameda,281.0
1685886.0,2020-09-07,Alameda,281.0
1685886.0,2020-09-08,Alameda,288.0
1685886.0,2020-09-09,Alameda,289.0
1685886.0,2020-09-10,Alameda,292.0
1685886.0,2020-09-11,Alameda,298.0
1685886.0,2020-09-12,Alameda,307.0
1685886.0,2020-09-13,Alameda,306.0
1685886.0,2020-09-14,Alameda,306.0
1685886.0,2020-09-15,Alameda,327.0
1685886.0,2020-09-16,Alameda,333.0
1685886.0,2020-09-17,Alameda,339.0
1685886.0,2020-09-18,Alameda,341.0
1685886.0,2020-09-19,Alameda,343.0
1685886.0,2020-09-20,Alameda,343.0
1685886.0,2020-09-21,Alameda,343.0
1685886.0,2020-09-22,Alameda,355.0
1685886.0,2020-09-23,Alameda,361.0
1685886.0,2020-09-24,Alameda,364.0
1685886.0,2020-09-25,Alameda,367.0
1685886.0,2020-09-26,Alameda,370.0
1685886.0,2020-09-27,Alameda,370.0
1685886.0,2020-09-28,Alameda,370.0
1685886.0,2020-09-29,Alameda,374.0
1685886.0,2020-09-30,Alameda,380.0
1685886.0,2020-10-01,Alameda,383.0
1685886.0,2020-10-02,Alameda,382.0
1685886.0,2020-10-03,Alameda,386.0
1685886.0,2020-10-04,Alameda,383.0
1685886.0,2020-10-05,Alameda,383.0
1685886.0,2020-10-06,Alameda,385.0
1685886.0,2020-10-07,Alameda,395.0
1685886.0,2020-10-08,Alameda,395.0
1685886.0,2020-10-09,Alameda,399.0
1685886.0,2020-10-10,Alameda,398.0
1685886.0,2020-10-11,Alameda,392.0
1685886.0,2020-10-12,Alameda,389.0
1685886.0,2020-10-13,Alameda,389.0
1685886.0,2020-10-14,Alameda,398.0
1685886.0,2020-10-15,Alameda,390.0
1685886.0,2020-10-16,Alameda,397.0
1685886.0,2020-10-17,Alameda,398.0
1685886.0,2020-10-18,Alameda,392.0
1685886.0,2020-10-19,Alameda,392.0
1685886.0,2020-10-20,Alameda,391.0
1685886.0,2020-10-21,Alameda,392.0
1685886.0,2020-10-22,Alameda,393.0
1685886.0,2020-10-23,Alameda,393.0
1685886.0,2020-10-24,Alameda,398.0
1685886.0,2020-10-25,Alameda,398.0
1685886.0,2020-10-26,Alameda,398.0
1685886.0,2020-10-27,Alameda,400.0
1685886.0,2020-10-28,Alameda,400.0
1685886.0,2020-10-29,Alameda,401.0
1685886.0,2020-10-30,Alameda,401.0
1685886.0,2020-10-31,Alameda,416.0
1685886.0,2020-11-01,Alameda,419.0
1685886.0,2020-11-02,Alameda,419.0
1685886.0,2020-11-03,Alameda,418.0
1685886.0,2020-11-04,Alameda,418.0
1685886.0,2020-11-05,Alameda,420.0
1685886.0,2020-11-06,Alameda,420.0
1685886.0,2020-11-07,Alameda,424.0
1685886.0,2020-11-08,Alameda,424.0
1685886.0,2020-11-09,Alameda,424.0
1685886.0,2020-11-10,Alameda,424.0
1685886.0,2020-11-11,Alameda,429.0
1685886.0,2020-11-12,Alameda,432.0
1685886.0,2020-11-13,Alameda,434.0
1685886.0,2020-11-14,Alameda,435.0
1685886.0,2020-11-15,Alameda,436.0
1685886.0,2020-11-16,Alameda,436.0
1685886.0,2020-11-17,Alameda,439.0
1685886.0,2020-11-18,Alameda,440.0
1685886.0,2020-11-19,Alameda,441.0
1685886.0,2020-11-20,Alameda,444.0
1685886.0,2020-11-21,Alameda,444.0
1685886.0,2020-11-22,Alameda,444.0
1685886.0,2020-11-23,Alameda,444.0
1685886.0,2020-11-24,Alameda,444.0
1685886.0,2020-11-25,Alameda,447.0
1685886.0,2020-11-26,Alameda,447.0
1685886.0,2020-11-27,Alameda,450.0
1685886.0,2020-11-28,Alameda,456.0
1685886.0,2020-11-29,Alameda,457.0
1685886.0,2020-11-30,Alameda,457.0
1685886.0,2020-12-01,Alameda,460.0
1685886.0,2020-12-02,Alameda,463.0
1685886.0,2020-12-03,Alameda,465.0
1685886.0,2020-12-04,Alameda,465.0
1685886.0,2020-12-05,Alameda,465.0
1685886.0,2020-12-06,Alameda,465.0
1685886.0,2020-12-07,Alameda,466.0
1685886.0,2020-12-08,Alameda,469.0
1685886.0,2020-12-09,Alameda,470.0
1685886.0,2020-12-10,Alameda,477.0
1685886.0,2020-12-11,Alameda,482.0
1685886.0,2020-12-12,Alameda,486.0
1685886.0,2020-12-13,Alameda,486.0
1685886.0,2020-12-14,Alameda,487.0
1685886.0,2020-12-15,Alameda,492.0
1685886.0,2020-12-16,Alameda,497.0
1685886.0,2020-12-17,Alameda,508.0
1685886.0,2020-12-18,Alameda,515.0
1685886.0,2020-12-19,Alameda,516.0
1685886.0,2020-12-20,Alameda,516.0
1685886.0,2020-12-21,Alameda,518.0
1685886.0,2020-12-22,Alameda,534.0
1685886.0,2020-12-23,Alameda,537.0
1685886.0,2020-12-24,Alameda,541.0
1685886.0,2020-12-25,Alameda,542.0
1685886.0,2020-12-26,Alameda,551.0
1685886.0,2020-12-27,Alameda,551.0
1685886.0,2020-12-28,Alameda,551.0
1685886.0,2020-12-29,Alameda,552.0
1685886.0,2020-12-30,Alameda,573.0
1685886.0,2020-12-31,Alameda,579.0
1685886.0,2021-01-01,Alameda,579.0
1685886.0,2021-01-02,Alameda,581.0
1685886.0,2021-01-03,Alameda,580.0
1685886.0,2021-01-04,Alameda,583.0
1685886.0,2021-01-05,Alameda,602.0
1685886.0,2021-01-06,Alameda,616.0
1685886.0,2021-01-07,Alameda,632.0
1685886.0,2021-01-08,Alameda,646.0
1685886.0,2021-01-09,Alameda,649.0
1685886.0,2021-01-10,Alameda,650.0
1685886.0,2021-01-11,Alameda,652.0
1685886.0,2021-01-12,Alameda,677.0
1685886.0,2021-01-13,Alameda,690.0
1685886.0,2021-01-14,Alameda,686.0
1685886.0,2021-01-15,Alameda,672.0
1685886.0,2021-01-16,Alameda,673.0
1685886.0,2021-01-17,Alameda,676.0
1685886.0,2021-01-18,Alameda,680.0
1685886.0,2021-01-19,Alameda,680.0
1685886.0,2021-01-20,Alameda,702.0
1685886.0,2021-01-21,Alameda,739.0
1685886.0,2021-01-22,Alameda,751.0
1685886.0,2021-01-23,Alameda,780.0
1685886.0,2021-01-24,Alameda,780.0
1685886.0,2021-01-25,Alameda,780.0
1685886.0,2021-01-26,Alameda,789.0
1685886.0,2021-01-27,Alameda,815.0
1685886.0,2021-01-28,Alameda,833.0
1685886.0,2021-01-29,Alameda,841.0
1685886.0,2021-01-30,Alameda,850.0
1685886.0,2021-01-31,Alameda,857.0
1685886.0,2021-02-01,Alameda,858.0
1685886.0,2021-02-02,Alameda,869.0
1685886.0,2021-02-03,Alameda,880.0
1685886.0,2021-02-04,Alameda,899.0
1685886.0,2021-02-05,Alameda,916.0
1685886.0,2021-02-06,Alameda,922.0
1685886.0,2021-02-07,Alameda,924.0
1685886.0,2021-02-08,Alameda,924.0
1685886.0,2021-02-09,Alameda,936.0
1685886.0,2021-02-10,Alameda,944.0
1685886.0,2021-02-11,Alameda,960.0
1685886.0,2021-02-12,Alameda,974.0
1685886.0,2021-02-13,Alameda,995.0
1685886.0,2021-02-14,Alameda,995.0
1685886.0,2021-02-15,Alameda,996.0
1685886.0,2021-02-16,Alameda,997.0
1685886.0,2021-02-17,Alameda,1002.0
1685886.0,2021-02-18,Alameda,1012.0
1685886.0,2021-02-19,Alameda,1047.0
1685886.0,2021-02-20,Alameda,1055.0
1685886.0,2021-02-21,Alameda,1061.0
1685886.0,2021-02-22,Alameda,1062.0
1685886.0,2021-02-23,Alameda,1070.0
1685886.0,2021-02-24,Alameda,1082.0
1685886.0,2021-02-25,Alameda,1093.0
1685886.0,2021-02-26,Alameda,1106.0
1685886.0,2021-02-27,Alameda,1108.0
1685886.0,2021-02-28,Alameda,1105.0
1685886.0,2021-03-01,Alameda,1105.0
1685886.0,2021-03-02,Alameda,1116.0
1685886.0,2021-03-03,Alameda,1127.0
1685886.0,2021-03-04,Alameda,1136.0
1685886.0,2021-03-05,Alameda,1141.0
1685886.0,2021-03-06,Alameda,1143.0
1685886.0,2021-03-07,Alameda,1145.0
1685886.0,2021-03-08,Alameda,1142.0
1685886.0,2021-03-09,Alameda,1151.0
1685886.0,2021-03-10,Alameda,1160.0
1685886.0,2021-03-11,Alameda,1164.0
1685886.0,2021-03-12,Alameda,1164.0
1685886.0,2021-03-13,Alameda,1168.0
1685886.0,2021-03-14,Alameda,1168.0
1685886.0,2021-03-15,Alameda,1167.0
1685886.0,2021-03-16,Alameda,1177.0
1685886.0,2021-03-17,Alameda,1185.0
1685886.0,2021-03-18,Alameda,1189.0
1685886.0,2021-03-19,Alameda,1187.0
1685886.0,2021-03-20,Alameda,1178.0
1685886.0,2021-03-21,Alameda,1187.0
1685886.0,2021-03-22,Alameda,1189.0
1685886.0,2021-03-23,Alameda,1190.0
1685886.0,2021-03-24,Alameda,1199.0
1685886.0,2021-03-25,Alameda,1206.0
1685886.0,2021-03-26,Alameda,1208.0
1685886.0,2021-03-27,Alameda,1211.0
1685886.0,2021-03-28,Alameda,1212.0
1685886.0,2021-03-29,Alameda,1211.0
1685886.0,2021-03-30,Alameda,1211.0
1685886.0,2021-03-31,Alameda,1215.0
1685886.0,2021-04-01,Alameda,1216.0
1685886.0,2021-04-02,Alameda,1217.0
1685886.0,2021-04-03,Alameda,1218.0
1685886.0,2021-04-04,Alameda,1219.0
1685886.0,2021-04-05,Alameda,1219.0
1685886.0,2021-04-06,Alameda,1223.0
1685886.0,2021-04-07,Alameda,1224.0
1685886.0,2021-04-08,Alameda,1232.0
1685886.0,2021-04-09,Alameda,1237.0
1685886.0,2021-04-10,Alameda,1238.0
1685886.0,2021-04-11,Alameda,1238.0
1685886.0,2021-04-12,Alameda,1238.0
1685886.0,2021-04-13,Alameda,1239.0
1685886.0,2021-04-14,Alameda,1247.0
1685886.0,2021-04-15,Alameda,1246.0
1685886.0,2021-04-16,Alameda,1245.0
1685886.0,2021-04-17,Alameda,1247.0
1685886.0,2021-04-18,Alameda,1247.0
1685886.0,2021-04-19,Alameda,1247.0
1685886.0,2021-04-20,Alameda,1248.0
1685886.0,2021-04-21,Alameda,1249.0
1685886.0,2021-04-22,Alameda,1253.0
1685886.0,2021-04-23,Alameda,1256.0
1685886.0,2021-04-24,Alameda,1257.0
1685886.0,2021-04-25,Alameda,1256.0
1685886.0,2021-04-26,Alameda,1256.0
1685886.0,2021-04-27,Alameda,1260.0
1685886.0,2021-04-28,Alameda,1260.0
1685886.0,2021-04-29,Alameda,1263.0
1685886.0,2021-04-30,Alameda,1268.0
1685886.0,2021-05-01,Alameda,1270.0
1685886.0,2021-05-02,Alameda,1272.0
1685886.0,2021-05-03,Alameda,1272.0
1685886.0,2021-05-04,Alameda,1277.0
1685886.0,2021-05-05,Alameda,1278.0
1685886.0,2021-05-06,Alameda,1278.0
1685886.0,2021-05-07,Alameda,1280.0
1685886.0,2021-05-08,Alameda,1284.0
1685886.0,2021-05-09,Alameda,1284.0
1685886.0,2021-05-10,Alameda,1284.0
1685886.0,2021-05-11,Alameda,1290.0
1685886.0,2021-05-12,Alameda,1261.0
1685886.0,2021-05-13,Alameda,1250.0
1685886.0,2021-05-14,Alameda,1249.0
1685886.0,2021-05-15,Alameda,1252.0
1685886.0,2021-05-16,Alameda,1253.0
1685886.0,2021-05-17,Alameda,1253.0
1685886.0,2021-05-18,Alameda,1254.0
1685886.0,2021-05-19,Alameda,1260.0
1685886.0,2021-05-20,Alameda,1264.0
1685886.0,2021-05-21,Alameda,1263.0
1685886.0,2021-05-22,Alameda,1263.0
1685886.0,2021-05-23,Alameda,1263.0
1685886.0,2021-05-24,Alameda,1263.0
1685886.0,2021-05-25,Alameda,1263.0
1685886.0,2021-05-26,Alameda,1266.0
1685886.0,2021-05-27,Alameda,1274.0
1685886.0,2021-05-28,Alameda,1261.0
1685886.0,2021-05-29,Alameda,1253.0
1685886.0,2021-05-30,Alameda,1253.0
1685886.0,2021-05-31,Alameda,1253.0
1685886.0,2021-06-01,Alameda,1253.0
1685886.0,2021-06-02,Alameda,1254.0
1685886.0,2021-06-03,Alameda,1257.0
1685886.0,2021-06-04,Alameda,1263.0
1685886.0,2021-06-05,Alameda,1268.0
1685886.0,2021-06-06,Alameda,1267.0
1685886.0,2021-06-07,Alameda,1267.0
1685886.0,2021-06-08,Alameda,1267.0
1685886.0,2021-06-09,Alameda,1271.0
1685886.0,2021-06-10,Alameda,1275.0
1685886.0,2021-06-11,Alameda,1278.0
1685886.0,2021-06-12,Alameda,1271.0
1685886.0,2021-06-13,Alameda,1264.0
1685886.0,2021-06-14,Alameda,1264.0
1685886.0,2021-06-15,Alameda,1262.0
1685886.0,2021-06-16,Alameda,1265.0
1685886.0,2021-06-17,Alameda,1262.0
1685886.0,2021-06-18,Alameda,1263.0
1685886.0,2021-06-19,Alameda,1263.0
1685886.0,2021-06-20,Alameda,1263.0
1685886.0,2021-06-21,Alameda,1262.0
1685886.0,2021-06-22,Alameda,1263.0
1685886.0,2021-06-23,Alameda,1266.0
1685886.0,2021-06-24,Alameda,1268.0
1685886.0,2021-06-25,Alameda,1271.0
1685886.0,2021-06-26,Alameda,1259.0
1685886.0,2021-06-27,Alameda,1259.0
1685886.0,2021-06-28,Alameda,1259.0
1685886.0,2021-06-29,Alameda,1257.0
1685886.0,2021-06-30,Alameda,1256.0
1685886.0,2021-07-01,Alameda,1253.0
1685886.0,2021-07-02,Alameda,1253.0
1685886.0,2021-07-03,Alameda,1253.0
1685886.0,2021-07-04,Alameda,1253.0
1685886.0,2021-07-05,Alameda,1253.0
1685886.0,2021-07-06,Alameda,1253.0
1685886.0,2021-07-07,Alameda,1253.0
1685886.0,2021-07-08,Alameda,1252.0
1685886.0,2021-07-09,Alameda,1252.0
1685886.0,2021-07-10,Alameda,1252.0
1685886.0,2021-07-11,Alameda,1254.0
1685886.0,2021-07-12,Alameda,1254.0
1685886.0,2021-07-13,Alameda,1255.0
1685886.0,2021-07-14,Alameda,1255.0
1685886.0,2021-07-15,Alameda,1255.0
1685886.0,2021-07-16,Alameda,1255.0
1685886.0,2021-07-17,Alameda,1255.0
1685886.0,2021-07-18,Alameda,1256.0
1685886.0,2021-07-19,Alameda,1256.0
1685886.0,2021-07-20,Alameda,1256.0
1685886.0,2021-07-21,Alameda,1256.0
1685886.0,2021-07-22,Alameda,1259.0
1685886.0,2021-07-23,Alameda,1259.0
1685886.0,2021-07-24,Alameda,1259.0
1685886.0,2021-07-25,Alameda,1259.0
1685886.0,2021-07-26,Alameda,1259.0
1685886.0,2021-07-27,Alameda,1256.0
1685886.0,2021-07-28,Alameda,1262.0
1685886.0,2021-07-29,Alameda,1265.0
1685886.0,2021-07-30,Alameda,1265.0
1685886.0,2021-07-31,Alameda,1265.0
1685886.0,2021-08-01,Alameda,1270.0
1685886.0,2021-08-02,Alameda,1270.0
1685886.0,2021-08-03,Alameda,1270.0
1685886.0,2021-08-04,Alameda,1274.0
1685886.0,2021-08-05,Alameda,1275.0
1685886.0,2021-08-06,Alameda,1275.0
1685886.0,2021-08-07,Alameda,1276.0
1685886.0,2021-08-08,Alameda,1276.0
1117.0,2020-02-01,Alpine,0.0
1117.0,2020-02-02,Alpine,0.0
1117.0,2020-02-03,Alpine,0.0
1117.0,2020-02-04,Alpine,0.0
1117.0,2020-02-05,Alpine,0.0
1117.0,2020-02-06,Alpine,0.0
1117.0,2020-02-07,Alpine,0.0
1117.0,2020-02-08,Alpine,0.0
1117.0,2020-02-09,Alpine,0.0
1117.0,2020-02-10,Alpine,0.0
1117.0,2020-02-11,Alpine,0.0
1117.0,2020-02-12,Alpine,0.0
1117.0,2020-02-13,Alpine,0.0
1117.0,2020-02-14,Alpine,0.0
1117.0,2020-02-15,Alpine,0.0
1117.0,2020-02-16,Alpine,0.0
1117.0,2020-02-17,Alpine,0.0
1117.0,2020-02-18,Alpine,0.0
1117.0,2020-02-19,Alpine,0.0
1117.0,2020-02-20,Alpine,0.0
1117.0,2020-02-21,Alpine,0.0
1117.0,2020-02-22,Alpine,0.0
1117.0,2020-02-23,Alpine,0.0
1117.0,2020-02-24,Alpine,0.0
1117.0,2020-02-25,Alpine,0.0
1117.0,2020-02-26,Alpine,0.0
1117.0,2020-02-27,Alpine,0.0
1117.0,2020-02-28,Alpine,0.0
1117.0,2020-02-29,Alpine,0.0
1117.0,2020-03-01,Alpine,0.0
1117.0,2020-03-02,Alpine,0.0
1117.0,2020-03-03,Alpine,0.0
1117.0,2020-03-04,Alpine,0.0
1117.0,2020-03-05,Alpine,0.0
1117.0,2020-03-06,Alpine,0.0
1117.0,2020-03-07,Alpine,0.0
1117.0,2020-03-08,Alpine,0.0
1117.0,2020-03-09,Alpine,0.0
1117.0,2020-03-10,Alpine,0.0
1117.0,2020-03-11,Alpine,0.0
1117.0,2020-03-12,Alpine,0.0
1117.0,2020-03-13,Alpine,0.0
1117.0,2020-03-14,Alpine,0.0
1117.0,2020-03-15,Alpine,0.0
1117.0,2020-03-16,Alpine,0.0
1117.0,2020-03-17,Alpine,0.0
1117.0,2020-03-18,Alpine,0.0
1117.0,2020-03-19,Alpine,0.0
1117.0,2020-03-20,Alpine,0.0
1117.0,2020-03-21,Alpine,0.0
1117.0,2020-03-22,Alpine,0.0
1117.0,2020-03-23,Alpine,0.0
1117.0,2020-03-24,Alpine,0.0
1117.0,2020-03-25,Alpine,0.0
1117.0,2020-03-26,Alpine,0.0
1117.0,2020-03-27,Alpine,0.0
1117.0,2020-03-28,Alpine,0.0
1117.0,2020-03-29,Alpine,0.0
1117.0,2020-03-30,Alpine,0.0
1117.0,2020-03-31,Alpine,0.0
1117.0,2020-04-01,Alpine,0.0
1117.0,2020-04-02,Alpine,0.0
1117.0,2020-04-03,Alpine,0.0
1117.0,2020-04-04,Alpine,0.0
1117.0,2020-04-05,Alpine,0.0
1117.0,2020-04-06,Alpine,0.0
1117.0,2020-04-07,Alpine,0.0
1117.0,2020-04-08,Alpine,0.0
1117.0,2020-04-09,Alpine,0.0
1117.0,2020-04-10,Alpine,0.0
1117.0,2020-04-11,Alpine,0.0
1117.0,2020-04-12,Alpine,0.0
1117.0,2020-04-13,Alpine,0.0
1117.0,2020-04-14,Alpine,0.0
1117.0,2020-04-15,Alpine,0.0
1117.0,2020-04-16,Alpine,0.0
