date,cases,avg
2021-6-18,0,0.0
2021-6-19,0,0.0
2021-6-20,0,0.14285714285714285
2021-6-21,0,0.14285714285714285
2021-6-22,0,0.14285714285714285
2021-6-23,1,0.14285714285714285
2021-6-24,0,0.14285714285714285
2021-6-25,0,0.14285714285714285
2021-6-26,0,0.14285714285714285
2021-6-27,0,0.0
2021-6-28,0,0.0
2021-6-29,0,0.0
2021-6-30,0,0.0
2021-7-1,0,0.2857142857142857
2021-7-2,0,0.5714285714285714
2021-7-3,0,0.5714285714285714
2021-7-4,2,0.7142857142857143
2021-7-5,2,0.8571428571428571
2021-7-6,0,1.2857142857142858
2021-7-7,1,1.2857142857142858
2021-7-8,1,1.2857142857142858
2021-7-9,3,1.5714285714285714
2021-7-10,0,1.5714285714285714
2021-7-11,2,1.8571428571428572
2021-7-12,4,2.142857142857143
2021-7-13,0,2.0
2021-7-14,3,2.2857142857142856
2021-7-15,3,2.0
2021-7-16,2,1.8571428571428572
2021-7-17,2,2.142857142857143
2021-7-18,0,2.857142857142857
2021-7-19,3,2.857142857142857
2021-7-20,2,2.7142857142857144
2021-7-21,8,2.5714285714285716
2021-7-22,3,4.0
2021-7-23,1,4.428571428571429
2021-7-24,1,5.0
2021-7-25,10,4.857142857142857
2021-7-26,6,5.0
2021-7-27,6,6.857142857142857
2021-7-28,7,6.857142857142857
2021-7-29,4,6.0
2021-7-30,14,5.714285714285714
2021-7-31,1,5.142857142857143
2021-8-1,4,4.428571428571429
2021-8-2,4,4.571428571428571
2021-8-3,2,3.142857142857143
2021-8-4,2,3.2857142857142856
2021-8-5,5,2.7142857142857144
2021-8-6,4,2.4285714285714284
2021-8-7,2,3.7142857142857144
2021-8-8,0,4.0
2021-8-9,2,3.5714285714285716
2021-8-10,11,3.7142857142857144
2021-8-11,4,3.4285714285714284
2021-8-12,2,3.7142857142857144
2021-8-13,5,3.4285714285714284
2021-8-14,0,1.8571428571428572
2021-8-15,2,1.2857142857142858
