,date,partialPct,demographic_value
460,2021-02-16,0.0890455131748664,Asian
459,2021-02-17,0.0904274921687857,Asian
458,2021-02-18,0.0923622627602727,Asian
457,2021-02-19,0.09595540814446286,Asian
456,2021-02-20,0.09894969596462133,Asian
455,2021-02-21,0.09913395983047725,Asian
454,2021-02-22,0.09945642159572508,Asian
453,2021-02-23,0.09991708126036485,Asian
452,2021-02-24,0.10111479638842823,Asian
451,2021-02-25,0.10327989681223512,Asian
450,2021-02-26,0.10650451446471347,Asian
449,2021-02-27,0.10802469135802469,Asian
448,2021-02-28,0.10876174682144832,Asian
447,2021-03-01,0.11078864934586327,Asian
446,2021-03-02,0.11516491615994104,Asian
445,2021-03-03,0.12345679012345678,Asian
444,2021-03-04,0.12787912290399853,Asian
443,2021-03-05,0.13271604938271606,Asian
442,2021-03-06,0.1357103372028745,Asian
441,2021-03-07,0.1369080523309379,Asian
440,2021-03-08,0.13934954855352866,Asian
439,2021-03-09,0.1434033536023586,Asian
438,2021-03-10,0.14644370738898102,Asian
437,2021-03-11,0.15234015109637,Asian
436,2021-03-12,0.15925004606596646,Asian
435,2021-03-13,0.1710889994472084,Asian
434,2021-03-14,0.17297770407223143,Asian
433,2021-03-15,0.1767551133222775,Asian
432,2021-03-16,0.18384927215772986,Asian
431,2021-03-17,0.1879030772065598,Asian
430,2021-03-18,0.19992629445365764,Asian
429,2021-03-19,0.2091855537129169,Asian
428,2021-03-20,0.21259443523125116,Asian
427,2021-03-21,0.21452920582273816,Asian
426,2021-03-22,0.21674037221300904,Asian
425,2021-03-23,0.2224525520545421,Asian
424,2021-03-24,0.23189607517965727,Asian
423,2021-03-25,0.2394508936797494,Asian
422,2021-03-26,0.2443338861249309,Asian
421,2021-03-27,0.24852588907315276,Asian
420,2021-03-28,0.2547908605122535,Asian
419,2021-03-29,0.26100976598489034,Asian
418,2021-03-30,0.273493642896628,Asian
417,2021-03-31,0.2846416067809103,Asian
416,2021-04-01,0.29523677906762485,Asian
415,2021-04-02,0.3044960383268841,Asian
414,2021-04-03,0.30988575640316934,Asian
413,2021-04-04,0.31223512069283216,Asian
412,2021-04-05,0.31730237700386954,Asian
411,2021-04-06,0.3278514833241201,Asian
410,2021-04-07,0.341855537129169,Asian
409,2021-04-08,0.35595172286714577,Asian
408,2021-04-09,0.3658559056569007,Asian
407,2021-04-10,0.3817947300534365,Asian
406,2021-04-11,0.3881978993919292,Asian
405,2021-04-12,0.3963515754560531,Asian
404,2021-04-13,0.406209692279344,Asian
403,2021-04-14,0.42081260364842454,Asian
402,2021-04-15,0.4349548553528653,Asian
401,2021-04-16,0.4509397457158651,Asian
400,2021-04-17,0.46821448313985625,Asian
399,2021-04-18,0.46881334070388797,Asian
398,2021-04-19,0.4713009028929427,Asian
397,2021-04-20,0.47604569743873226,Asian
396,2021-04-21,0.4806522940851299,Asian
395,2021-04-22,0.48364658190528836,Asian
394,2021-04-23,0.48820711258522204,Asian
393,2021-04-24,0.4920305878017321,Asian
392,2021-04-25,0.4925833793992998,Asian
391,2021-04-26,0.49405749032614704,Asian
390,2021-04-27,0.49737423991155333,Asian
389,2021-04-28,0.500138197899392,Asian
388,2021-04-29,0.5044223327805417,Asian
387,2021-04-30,0.5085222037958357,Asian
386,2021-05-01,0.5104109084208587,Asian
385,2021-05-02,0.5111479638842823,Asian
384,2021-05-03,0.5119310853141699,Asian
383,2021-05-04,0.5148793071678643,Asian
382,2021-05-05,0.5165376819605675,Asian
381,2021-05-06,0.5192095080154782,Asian
380,2021-05-07,0.5216970702045329,Asian
379,2021-05-08,0.523309379030772,Asian
378,2021-05-09,0.5237239727289479,Asian
377,2021-05-10,0.5245531601252994,Asian
376,2021-05-11,0.5263957987838584,Asian
375,2021-05-12,0.527317118113138,Asian
374,2021-05-13,0.5306799336650083,Asian
373,2021-05-14,0.53510226644555,Asian
372,2021-05-15,0.5386954118297402,Asian
371,2021-05-16,0.5396627971254837,Asian
370,2021-05-17,0.540952644186475,Asian
369,2021-05-18,0.5430256126773539,Asian
368,2021-05-19,0.5444997236042012,Asian
367,2021-05-20,0.5465726920950802,Asian
366,2021-05-21,0.5502119034457343,Asian
365,2021-05-22,0.5539893126957803,Asian
364,2021-05-23,0.5548645660585959,Asian
363,2021-05-24,0.5556937534549475,Asian
362,2021-05-25,0.5567532706836189,Asian
361,2021-05-26,0.5588723051409619,Asian
360,2021-05-27,0.5612216694306247,Asian
359,2021-05-28,0.5621890547263682,Asian
358,2021-05-29,0.5628339782568639,Asian
357,2021-05-30,0.5632485719550396,Asian
356,2021-05-31,0.5632946379215036,Asian
355,2021-06-01,0.5640316933849272,Asian
354,2021-06-02,0.5648148148148148,Asian
353,2021-06-03,0.5665653215404459,Asian
352,2021-06-04,0.568407960199005,Asian
351,2021-06-05,0.5689607517965727,Asian
350,2021-06-06,0.5692371475953566,Asian
349,2021-06-07,0.5696056753270684,Asian
348,2021-06-08,0.5701124009581721,Asian
347,2021-06-09,0.5708033904551317,Asian
346,2021-06-10,0.5726920950801547,Asian
345,2021-06-11,0.5732909526441865,Asian
344,2021-06-12,0.5740280081076101,Asian
343,2021-06-13,0.57425833793993,Asian
342,2021-06-14,0.5754560530679934,Asian
341,2021-06-15,0.5762852404643449,Asian
340,2021-06-16,0.5768380320619126,Asian
339,2021-06-17,0.577989681223512,Asian
338,2021-06-18,0.5789570665192556,Asian
337,2021-06-19,0.5792334623180394,Asian
336,2021-06-20,0.5794637921503594,Asian
335,2021-06-21,0.5801547816473189,Asian
334,2021-06-22,0.5809379030772066,Asian
333,2021-06-23,0.5813985627418463,Asian
332,2021-06-24,0.5823198820711258,Asian
331,2021-06-25,0.5827344757693016,Asian
330,2021-06-26,0.5831490694674775,Asian
329,2021-06-27,0.5834254652662613,Asian
328,2021-06-28,0.5840243228302929,Asian
327,2021-06-29,0.5846231803943247,Asian
326,2021-06-30,0.5848995761931085,Asian
325,2021-07-01,0.5856826976229962,Asian
324,2021-07-02,0.5862815551870278,Asian
323,2021-07-03,0.5864197530864198,Asian
